ID,A_LabID,SiteID,StateID,Longitude,Latitude,Landcover,Tota_C,Organic_C,BD,Clay,Sand,pH
3874,C-320345,10863,NV,-115.445,37.7802,Shrubland,0.25,0.25,1327.37,22.96,54.15,81.36
3875,C-338389,10869,MN,-91.5742,47.1593,Forested Upland,5.33,5.33,1253.63,27.35,35.58,57.61
3876,C-357646,10872,TX,-99.669,33.7308,Planted/Cultivated,0.49,0.49,1504.18,32.83,24.57,75.62
3877,C-320773,10876,WV,-79.7065,38.6796,Forested Upland,5.58,5.58,1082.18,22.99,21.87,42.38
3878,C-340787,10878,SD,-100.9939,45.7577,Planted/Cultivated,1.72,1.72,1325.16,28.52,32.63,77.04
3879,C-342920,10879,TX,-102.4353,35.3411,Herbaceous Upland,0.63,0.63,1410.43,24.38,50.83,77.38
3880,C-311326,10888,MO,-92.9201,39.1893,Planted/Cultivated,1.15,1.15,1394.46,21.07,15.98,64.31
3881,C-338660,10891,SD,-100.1442,43.3133,Planted/Cultivated,0.61,0.61,1409.44,40.51,29.50,73.10
3882,C-312464,10892,AR,-94.0387,34.9726,Forested Upland,3.24,3.24,1429.14,27.23,23.69,56.50
3883,C-354235,10894,WA,-117.7387,47.6288,Planted/Cultivated,1.55,1.55,1266.37,16.54,32.89,66.00
3884,C-320346,10895,NV,-114.9422,41.9301,Shrubland,1.20,1.20,1264.21,32.13,33.89,72.17
3885,C-328980,10896,AL,-86.5488,32.589,Forested Upland,0.75,0.75,1478.78,16.60,65.91,50.24
3886,C-327717,10900,NM,-107.2739,33.1577,Shrubland,3.90,0.40,1231.85,20.99,49.48,81.93
3887,C-310095,10904,KS,-96.3345,38.9847,Planted/Cultivated,2.52,2.52,1325.62,35.56,10.08,69.50
3888,C-338390,10905,MN,-94.3761,46.9828,Forested Upland,2.95,2.95,1535.95,6.58,64.93,56.10
3889,C-319589,10907,CO,-108.1485,37.7448,Forested Upland,8.76,8.76,1249.67,16.59,31.34,60.81
3890,C-350656,10908,VA,-77.638,36.564,Forested Upland,1.29,1.29,1473.74,24.71,55.46,49.54
3891,C-320401,10911,NV,-118.8651,40.3099,Shrubland,0.24,0.24,1221.40,10.03,62.33,89.67
3892,C-328702,10912,FL,-81.5144,30.1457,Planted/Cultivated,0.50,0.50,1411.00,4.44,82.01,52.13
3893,C-348644,10920,IL,-89.6424,40.5935,Forested Upland,3.55,2.30,1438.33,36.06,9.93,62.58
3894,C-319547,10923,CO,-105.4614,40.0358,Forested Upland,7.77,7.77,1369.74,7.86,73.59,62.73
3895,C-350436,10924,KY,-82.9177,37.3645,Forested Upland,6.49,6.49,1385.76,18.49,31.36,53.59
3896,C-337614,10926,MT,-112.3641,47.0947,Forested Upland,1.38,1.38,1224.79,16.12,45.84,62.70
3897,C-343390,10927,AZ,-112.0597,36.9415,Shrubland,3.11,0.70,1356.86,20.13,44.18,81.36
3898,C-351558,10935,AZ,-111.2474,33.3086,Shrubland,0.38,0.10,1324.56,32.90,34.00,74.00
3899,C-357647,10936,TX,-97.9279,32.4927,Planted/Cultivated,2.46,2.10,1506.66,29.27,33.23,72.80
3900,C-318577,10939,WY,-108.1692,41.7635,Shrubland,0.78,0.60,1407.79,47.41,36.99,83.97
3901,C-338070,10942,MT,-105.9789,45.6407,Herbaceous Upland,40.70,40.70,1284.04,18.38,44.37,70.19
3902,C-338391,10952,MN,-95.1607,43.7608,Planted/Cultivated,1.76,1.76,1267.52,36.29,29.65,67.41
3903,C-318439,10955,WY,-104.3061,43.0947,Herbaceous Upland,2.50,2.50,1295.98,20.28,37.86,77.05
3904,C-337050,10956,MS,-90.8531,31.6958,Developed,7.00,7.00,1465.18,24.00,29.25,52.00
3905,C-358577,10959,CA,-119.0791,36.1099,Planted/Cultivated,0.84,0.84,1490.76,9.34,50.82,77.03
3906,C-329085,10960,AL,-85.0352,32.1989,Developed,1.70,1.70,1453.87,26.21,54.91,53.96
3907,C-310055,10968,KS,-99.7064,38.4515,Herbaceous Upland,1.82,1.30,1406.96,24.59,21.21,75.90
3908,C-338392,10969,MN,-94.6455,48.4921,Planted/Cultivated,1.78,1.78,1406.48,18.82,55.83,62.94
3909,C-339119,10971,AZ,-109.3863,35.5663,Shrubland,2.18,2.18,1390.52,28.01,40.01,75.00
3910,C-320782,10972,WV,-80.4847,37.8467,Planted/Cultivated,2.13,2.13,1399.19,38.86,8.40,55.00
3911,C-313208,10975,UT,-113.7809,37.9178,Shrubland,0.51,0.51,1338.31,13.92,55.69,83.00
3912,C-328643,10976,FL,-80.7447,28.2896,Planted/Cultivated,1.45,1.45,1323.21,8.03,73.00,56.32
3913,C-348940,10984,IA,-90.9513,41.7961,Planted/Cultivated,2.79,1.80,1465.67,32.23,7.24,57.28
3914,C-323851,10987,NM,-104.3851,36.3196,Herbaceous Upland,2.74,1.40,1371.79,40.50,24.69,78.00
3915,C-353835,10988,TN,-86.9549,35.4731,Herbaceous Upland,2.48,2.40,1424.34,23.55,17.37,56.34
3916,C-324011,10991,NM,-104.6664,34.9569,Herbaceous Upland,2.47,1.20,1441.68,27.92,43.05,79.00
3917,C-348822,10996,IL,-89.5635,38.5833,Planted/Cultivated,2.93,2.60,1457.01,23.47,5.21,64.82
3918,C-343207,10999,CA,-115.2569,32.7137,Shrubland,0.61,0.20,1401.64,38.36,31.39,82.00
3919,C-357648,11000,TX,-94.8332,32.5483,Planted/Cultivated,0.41,0.41,1494.43,20.21,54.35,55.42
3920,C-353271,11002,OR,-120.5078,43.861,Shrubland,0.86,0.86,1099.44,18.67,52.70,77.09
3921,C-313072,11003,UT,-112.3811,39.7594,Shrubland,1.64,0.60,1366.32,24.08,35.96,81.31
3922,C-350001,11004,OH,-82.2995,39.6636,Forested Upland,13.80,13.80,1397.45,23.64,15.26,53.12
3923,C-311261,11016,MO,-93.9477,37.1178,Developed,0.83,0.83,1353.78,21.63,11.44,59.00
3924,C-314200,11020,MS,-89.1618,34.4895,Developed,1.78,1.78,1449.86,21.19,18.21,51.86
3925,C-353272,11022,OR,-119.5842,45.0381,Forested Upland,2.65,2.65,1059.36,21.65,29.00,64.00
3926,C-346637,11023,OR,-117.6117,42.411,Shrubland,1.41,1.41,1263.78,28.69,38.88,79.37
3927,C-351264,11024,IN,-85.6041,40.4167,Planted/Cultivated,15.60,15.60,1475.74,32.02,16.16,64.00
3928,C-319533,11035,CO,-103.1466,40.5971,Herbaceous Upland,0.15,0.15,1473.27,9.55,73.90,75.52
3929,C-357649,11036,TX,-99.7346,27.8418,Herbaceous Upland,2.53,1.10,1331.93,41.03,36.89,77.00
3930,C-354237,11038,WA,-122.7914,48.0767,Forested Upland,3.10,3.00,1151.08,4.03,80.39,57.66
3931,C-358578,11039,CA,-123.583,41.2828,Forested Upland,3.57,3.57,1173.92,18.30,39.25,58.15
3932,C-329077,11040,AL,-87.6585,32.0299,Planted/Cultivated,1.05,1.05,1461.12,51.62,20.93,53.48
3933,C-326384,11048,OK,-94.965,35.8119,Herbaceous Upland,1.93,1.93,1409.49,25.90,28.76,57.61
3934,C-325713,11051,NM,-107.0794,35.6585,Shrubland,1.91,0.60,1393.99,27.00,44.07,82.00
3935,C-351401,11052,NC,-80.7149,35.4844,Forested Upland,1.59,1.59,1473.88,32.40,37.95,56.24
3936,C-337615,11054,MT,-109.4986,46.2878,Herbaceous Upland,0.99,0.99,1334.63,35.22,29.66,77.62
3937,C-358579,11055,CA,-116.551,35.831,Barren,0.72,0.20,1097.88,28.57,77.38,90.28
3938,C-355162,11061,WI,-88.8237,45.8072,Forested Upland,2.34,2.34,1285.13,6.60,43.06,50.82
3939,C-314099,11064,LA,-90.0918,29.7593,Developed,3.42,3.42,1054.48,55.34,19.11,58.24
3940,C-299958,11065,ME,-69.0594,45.8467,Forested Upland,4.02,4.02,1010.49,7.11,65.87,53.74
3941,C-318480,11067,WY,-110.4834,41.485,Shrubland,5.81,5.10,1401.36,29.00,44.85,81.11
3942,C-357650,11071,TX,-101.0181,31.6564,Planted/Cultivated,5.28,2.60,1407.74,29.47,28.75,77.00
3943,C-354745,11073,MI,-84.133,45.4629,Forested Upland,1.45,1.45,1516.81,12.35,55.87,61.72
3944,C-353836,11080,TN,-89.4846,36.4302,Planted/Cultivated,0.90,0.90,1458.40,16.00,31.33,60.75
3945,C-357651,11084,TX,-94.2082,32.8497,Forested Upland,1.00,1.00,1562.67,14.34,57.26,52.34
3946,C-337617,11086,MT,-115.1118,48.5818,Forested Upland,6.27,6.27,1127.81,8.67,30.36,58.93
3947,C-320712,11087,NV,-117.1345,39.345,Shrubland,2.51,2.51,1233.78,21.31,41.09,71.09
3948,C-354746,11088,MI,-84.5266,42.0695,Planted/Cultivated,0.47,0.47,1574.89,19.09,52.44,58.38
3949,C-326145,11092,NM,-106.0559,32.5018,Shrubland,0.08,0.08,1289.75,22.00,65.36,80.61
3950,C-301203,11096,NE,-98.6431,42.1033,Herbaceous Upland,2.55,1.60,1458.49,13.67,73.75,74.71
3951,C-313503,11099,UT,-111.9575,38.2374,Shrubland,1.13,1.13,1264.56,21.00,51.34,81.05
3952,C-357652,11100,TX,-97.1439,28.7571,Planted/Cultivated,0.56,0.56,1532.59,24.28,57.07,63.84
3953,C-320498,11103,NV,-119.3228,38.68,Shrubland,0.41,0.41,1246.77,15.99,64.77,75.20
3954,C-328150,11104,GA,-83.1038,32.0406,Planted/Cultivated,0.66,0.66,1544.43,19.26,66.13,53.02
3955,C-300420,11105,NY,-75.6057,43.3798,Planted/Cultivated,4.30,4.30,1117.65,8.17,39.85,54.22
3956,C-348983,11112,IA,-93.3415,42.6176,Planted/Cultivated,2.68,2.68,1446.86,29.95,28.72,64.51
3957,C-300002,11113,NH,-71.9956,43.1703,Forested Upland,5.24,5.24,1287.91,3.42,66.06,53.00
3958,C-310054,11115,KS,-100.2925,39.763,Planted/Cultivated,1.06,1.06,1365.67,32.00,11.67,72.67
3959,C-353837,11116,TN,-83.8596,35.8097,Forested Upland,13.90,13.90,1369.95,31.12,18.85,54.06
3960,C-337619,11118,MT,-107.358,48.7457,Herbaceous Upland,2.18,2.18,1350.47,34.67,31.32,73.29
3961,C-320445,11119,NV,-117.1136,37.555,Shrubland,0.34,0.34,1375.98,12.00,66.18,85.00
3962,C-326442,11128,OK,-98.0718,34.2092,Planted/Cultivated,0.77,0.77,1480.51,28.41,22.95,68.25
3963,C-318477,11131,WY,-106.8678,44.5592,Herbaceous Upland,4.51,4.51,1294.21,36.04,30.11,63.57
3964,C-341267,11132,PA,-78.8793,40.4351,Forested Upland,12.80,12.80,1288.32,20.55,34.87,45.00
3965,C-322838,11134,ND,-103.2834,46.7859,Herbaceous Upland,2.14,2.14,1334.20,27.69,34.76,75.24
3966,C-359171,11135,TX,-100.8262,33.6277,Herbaceous Upland,0.94,0.60,1438.01,37.94,23.65,77.00
3967,C-323413,11144,SD,-97.4708,44.7109,Herbaceous Upland,2.15,2.15,1271.42,28.07,16.30,71.16
3968,C-338663,11147,SD,-102.8557,43.6814,Herbaceous Upland,1.51,1.51,1305.97,24.00,40.40,77.00
3969,C-314132,11148,LA,-91.9782,30.6341,Forested Upland,2.30,2.30,1438.56,27.97,9.94,57.44
3970,C-337620,11150,MT,-113.7681,46.2662,Forested Upland,3.36,3.36,1280.62,10.00,42.23,56.12
3971,C-358580,11151,CA,-120.125,37.405,Herbaceous Upland,2.58,2.58,1489.75,22.03,34.78,63.18
3972,C-329079,11152,AL,-86.1854,34.4221,Developed,1.69,1.60,1369.77,28.71,30.78,55.77
3973,C-352718,11156,AZ,-109.4851,34.0074,Forested Upland,3.29,3.20,1312.53,33.51,32.39,64.00
3974,C-310025,11160,KS,-99.8827,39.495,Planted/Cultivated,1.05,1.05,1329.26,28.33,18.56,72.00
3975,C-338220,11161,MN,-94.4709,45.61,Planted/Cultivated,0.83,0.70,1321.91,15.56,61.16,59.47
3976,C-319599,11163,CO,-108.7419,39.5063,Shrubland,1.58,1.58,1282.60,25.61,37.63,78.76
3977,C-350657,11164,VA,-80.3241,37.1961,Forested Upland,5.57,5.57,1243.96,24.70,42.26,58.32
3978,C-358581,11167,CA,-121.725,41.181,Forested Upland,5.11,5.11,1095.37,10.96,56.04,62.00
3979,C-328138,11168,GA,-82.0741,30.7394,Forested Upland,1.61,1.61,1491.83,4.00,86.72,48.55
3980,C-348937,11176,IA,-90.6976,41.477,Planted/Cultivated,1.37,1.37,1437.07,26.96,9.90,56.06
3981,C-319595,11179,CO,-104.0092,39.4461,Herbaceous Upland,0.91,0.91,1336.59,23.89,54.12,76.34
3982,C-350437,11180,KY,-85.7503,37.8582,Forested Upland,16.80,16.80,1375.10,24.68,16.27,54.00
3983,C-337621,11182,MT,-111.8482,45.5296,Forested Upland,0.79,0.79,1219.72,11.78,62.22,61.80
3984,C-357653,11183,TX,-105.3312,31.1857,Shrubland,1.51,1.00,1312.31,39.68,33.75,80.08
3985,C-351403,11188,NC,-76.5209,35.8191,Planted/Cultivated,9.19,9.19,1381.50,20.26,36.57,50.58
3986,C-351559,11191,AZ,-113.0388,33.279,Shrubland,2.28,0.40,1369.50,16.42,48.86,84.05
3987,C-326368,11192,OK,-95.4605,35.0419,Planted/Cultivated,1.99,1.99,1394.01,18.87,25.60,60.19
3988,C-353304,11194,OR,-123.1779,45.2064,Herbaceous Upland,1.94,1.94,1268.32,20.14,34.41,59.00
3989,C-318473,11195,WY,-107.9627,42.0139,Shrubland,0.37,0.37,1457.69,23.74,46.83,80.69
3990,C-341268,11196,PA,-76.2288,40.2796,Planted/Cultivated,0.65,0.65,1435.59,24.00,25.28,57.25
3991,C-340121,11198,ND,-103.5596,46.1491,Planted/Cultivated,2.03,2.03,1395.32,34.77,25.92,73.55
3992,C-338221,11208,MN,-95.8536,44.1525,Planted/Cultivated,3.07,3.07,1249.40,29.56,33.06,66.81
3993,C-338674,11211,SD,-103.8871,44.7929,Herbaceous Upland,3.10,2.60,1361.13,51.00,8.99,62.48
3994,C-357678,11212,TX,-98.577,29.2619,Herbaceous Upland,6.64,1.10,1389.61,33.28,37.27,70.80
3995,C-358582,11215,CA,-118.4158,35.7048,Barren,0.42,0.42,1488.37,11.39,63.83,71.79
3996,C-328148,11216,GA,-83.6587,32.368,Planted/Cultivated,1.24,1.24,1591.29,28.22,63.33,53.39
3997,C-326439,11224,OK,-99.9449,35.7979,Forested Upland,0.27,0.27,1519.32,9.00,79.37,70.22
3998,C-338222,11225,MN,-95.4659,48.5836,Forested Upland,3.05,3.05,1261.25,10.06,72.90,63.49
3999,C-339120,11227,AZ,-111.4045,36.893,Shrubland,0.40,0.10,1410.27,19.00,81.86,84.43
4000,C-351404,11228,NC,-78.6056,35.0744,Forested Upland,37.10,37.10,1577.57,20.09,55.50,48.00
4001,C-320513,11231,NV,-114.9493,38.1802,Shrubland,7.33,7.33,1406.72,18.77,58.76,77.85
4002,C-328545,11232,FL,-81.0024,25.7606,Herbaceous Upland,0.48,0.48,1035.19,9.49,52.44,71.01
4003,C-354747,11237,MI,-88.2787,47.1528,Forested Upland,4.40,4.40,1349.71,6.40,77.75,52.45
4004,C-355165,11240,WI,-90.4782,42.9831,Planted/Cultivated,2.24,2.24,1378.20,25.72,8.80,56.92
4005,C-326137,11243,NM,-105.4377,35.8728,Herbaceous Upland,3.40,3.40,1339.51,18.03,31.30,67.12
4006,C-352644,11244,TN,-87.9257,35.6143,Forested Upland,13.40,13.40,1350.80,29.49,15.83,52.00
4007,C-323382,11246,ND,-102.8204,48.5772,Planted/Cultivated,2.21,2.21,1399.10,29.00,37.15,74.36
4008,C-326723,11247,NM,-103.6499,34.177,Shrubland,0.84,0.84,1405.96,24.38,54.50,78.31
4009,C-348817,11252,IL,-89.522,38.817,Planted/Cultivated,2.08,2.08,1437.40,22.58,9.07,60.40
4010,C-357679,11256,TX,-96.5698,32.0937,Planted/Cultivated,2.15,2.15,1399.91,50.27,11.13,71.00
4011,C-320335,11259,NV,-114.6057,41.2435,Shrubland,3.10,3.00,1255.56,12.05,49.19,81.05
4012,C-350003,11260,OH,-83.9955,39.9348,Developed,1.33,1.33,1488.45,27.24,31.42,60.29
4013,C-311153,11272,MO,-90.3238,38.803,Planted/Cultivated,2.54,2.54,1423.18,23.57,11.16,62.17
4014,C-357680,11276,TX,-95.3368,31.0656,Planted/Cultivated,0.75,0.75,1459.11,17.62,47.40,56.24
4015,C-353305,11278,OR,-122.8123,44.4881,Planted/Cultivated,1.08,1.08,1195.16,27.13,32.95,55.00
4016,C-320403,11279,NV,-114.5072,39.7696,Shrubland,3.86,3.60,1165.88,19.13,45.06,81.00
4017,C-350004,11280,OH,-81.7219,40.0498,Forested Upland,4.81,4.81,1411.81,26.69,10.80,55.05
4018,C-348971,11288,IA,-94.6591,43.4358,Planted/Cultivated,3.24,3.24,1318.30,33.11,25.87,66.05
4019,C-322905,11291,NE,-102.9994,41.231,Planted/Cultivated,1.63,1.63,1303.53,18.81,37.06,76.46
4020,C-357681,11292,TX,-98.3372,30.5935,Planted/Cultivated,0.38,0.38,1435.38,23.41,47.31,70.00
4021,C-358584,11295,CA,-118.0815,34.3917,Planted/Cultivated,0.90,0.90,1432.06,11.69,70.80,68.34
4022,C-328539,11296,FL,-84.4009,30.2638,Forested Upland,0.65,0.65,1198.06,4.65,65.46,47.83
4023,C-310034,11304,KS,-98.6946,37.0368,Planted/Cultivated,1.13,1.13,1466.71,23.08,34.65,72.00
4024,C-325709,11307,NM,-107.9667,35.5559,Shrubland,0.10,0.10,1421.62,30.02,38.93,76.67
4025,C-351405,11308,NC,-78.8885,34.5852,Planted/Cultivated,1.45,1.45,1503.81,21.28,55.32,50.92
4026,C-354238,11310,WA,-120.8696,47.8739,Forested Upland,3.59,3.59,933.83,4.94,67.69,60.88
4027,C-313219,11311,UT,-111.9889,37.6529,Shrubland,1.41,0.40,1293.99,24.24,31.16,79.47
4028,C-338223,11317,MN,-93.1998,46.1669,Forested Upland,10.90,10.90,1455.71,6.21,73.99,53.25
4029,C-313403,11323,UT,-110.1107,40.9234,Shrubland,5.43,5.30,1296.19,24.00,42.71,63.21
4030,C-353838,11324,TN,-87.3988,36.4231,Forested Upland,4.40,4.30,1397.29,28.38,11.95,49.39
4031,C-323384,11326,ND,-102.408,48.4377,Planted/Cultivated,1.93,1.80,1377.74,29.20,29.50,75.01
4032,C-324015,11327,NM,-105.5116,33.5182,Herbaceous Upland,1.24,0.90,1240.67,28.87,42.00,75.00
4033,C-352645,11336,TN,-88.8448,35.6519,Forested Upland,6.60,6.60,1439.43,24.79,15.40,55.55
4034,C-314051,11340,LA,-91.579,32.9746,Developed,0.32,0.32,1393.08,23.07,9.23,57.05
4035,C-337622,11342,MT,-114.1488,46.7243,Forested Upland,10.00,10.00,1244.79,12.48,46.45,60.57
4036,C-320324,11343,NV,-116.8888,40.7741,Shrubland,1.21,1.21,1311.19,23.90,29.55,78.00
4037,C-348981,11352,IA,-94.4574,42.4593,Planted/Cultivated,2.96,2.96,1388.45,31.92,28.92,67.41
4038,C-340116,11353,ND,-98.6434,46.8772,Herbaceous Upland,3.92,2.90,1331.12,24.58,44.16,73.23
4039,C-319945,11355,WY,-104.1931,41.7845,Herbaceous Upland,1.48,1.48,1345.48,16.69,56.35,78.00
4040,C-357683,11356,TX,-98.1527,27.9186,Herbaceous Upland,3.02,1.40,1389.21,34.98,47.58,77.44
4041,C-358585,11359,CA,-123.087,41.63,Forested Upland,1.75,1.75,1309.47,17.74,41.31,60.00
4042,C-337048,11360,MS,-88.6014,32.243,Planted/Cultivated,1.21,1.21,1439.21,39.52,28.97,51.51
4043,C-311257,11368,MO,-94.3235,36.7736,Planted/Cultivated,1.87,1.87,1385.52,20.04,11.13,55.96
4044,C-300032,11369,VT,-72.7769,42.7983,Forested Upland,32.20,32.20,1159.76,6.84,57.09,51.98
4045,C-342357,11371,TX,-101.2668,36.3282,Herbaceous Upland,1.32,1.20,1430.39,36.04,15.68,77.17
4046,C-328417,11372,SC,-83.1021,34.6451,Forested Upland,4.19,4.19,1396.02,44.05,30.37,53.04
4047,C-337623,11374,MT,-108.1159,47.9756,Herbaceous Upland,0.80,0.80,1391.44,37.98,26.03,76.19
4048,C-320454,11375,NV,-115.2374,39.1208,Shrubland,1.88,1.60,1292.36,17.49,49.83,81.68
4049,C-355167,11381,WI,-89.2566,45.5857,Forested Upland,2.97,2.97,1394.03,4.00,74.56,51.84
4050,C-337075,11384,OK,-97.6565,34.8583,Herbaceous Upland,1.04,1.04,1413.76,29.40,34.14,67.62
4051,C-335194,11387,ID,-111.346,43.5142,Forested Upland,0.33,0.33,1120.00,21.40,18.68,64.83
4052,C-320795,11388,WV,-81.5681,39.0024,Herbaceous Upland,3.77,3.77,1375.75,23.00,17.34,51.35
4053,C-337624,11390,MT,-105.4191,48.7237,Planted/Cultivated,2.12,2.00,1309.40,31.51,39.39,79.04
4054,C-359172,11391,TX,-101.5013,33.9489,Planted/Cultivated,0.61,0.61,1441.14,41.28,28.65,75.53
4055,C-311294,11400,MO,-91.8024,39.5135,Planted/Cultivated,1.08,1.08,1421.74,30.41,14.54,58.89
4056,C-312430,11404,AR,-92.8768,34.9823,Planted/Cultivated,1.32,1.32,1440.13,22.30,14.43,52.89
4057,C-353306,11406,OR,-118.6922,45.9225,Planted/Cultivated,1.09,1.09,1224.15,15.91,21.79,68.84
4058,C-335241,11407,ID,-115.8437,43.7384,Forested Upland,1.39,1.39,1282.67,6.90,72.10,62.15
4059,C-354750,11408,MI,-84.2889,43.1668,Planted/Cultivated,1.99,1.99,1517.79,20.70,45.16,67.28
4060,C-326729,11412,NM,-106.7579,34.5756,Herbaceous Upland,1.83,1.00,1255.34,29.30,36.13,79.05
4061,C-311259,11416,MO,-94.5474,39.1788,Planted/Cultivated,1.64,1.64,1377.88,33.26,17.88,63.75
4062,C-339500,11417,ND,-100.0335,48.6463,Planted/Cultivated,2.62,2.62,1340.65,26.74,37.89,77.00
4063,C-319692,11419,CO,-108.917,37.587,Shrubland,0.76,0.76,1392.03,25.95,38.07,75.00
4064,C-350658,11420,VA,-78.8236,37.6972,Forested Upland,12.70,12.70,1366.56,23.03,40.92,51.79
4065,C-358586,11423,CA,-120.7563,38.932,Forested Upland,6.44,6.44,1188.12,29.84,26.10,54.78
4066,C-328700,11424,FL,-83.2739,29.4947,Forested Upland,0.32,0.32,1378.05,3.05,87.49,50.47
4067,C-348664,11432,IL,-88.5769,41.1382,Planted/Cultivated,3.54,3.54,1470.31,28.10,13.76,64.78
4068,C-310128,11435,KS,-101.1044,38.7438,Planted/Cultivated,1.27,1.20,1308.18,28.10,16.64,76.73
4069,C-350005,11436,OH,-83.9091,38.9147,Planted/Cultivated,1.79,1.79,1483.80,26.91,12.09,55.27
4070,C-337861,11438,MT,-111.6868,48.6633,Herbaceous Upland,1.81,1.81,1333.81,34.54,28.39,78.00
4071,C-320494,11439,NV,-114.1983,36.2788,Shrubland,1.03,1.03,1442.38,15.42,63.19,82.08
4072,C-343204,11447,CA,-117.0162,33.0162,Forested Upland,1.14,1.14,1415.35,23.64,59.11,68.60
4073,C-357684,11448,TX,-99.236,30.9203,Planted/Cultivated,0.28,0.28,1450.23,39.05,34.21,70.93
4074,C-318442,11451,WY,-106.6198,43.0426,Shrubland,0.41,0.41,1420.03,12.74,76.09,77.53
4075,C-338072,11454,MT,-104.736,45.3642,Herbaceous Upland,1.67,1.50,1364.82,37.97,19.07,78.60
4076,C-357685,11460,TX,-100.6315,29.5528,Herbaceous Upland,6.68,2.70,1293.77,36.49,25.20,78.51
4077,C-338666,11464,SD,-99.7872,43.357,Planted/Cultivated,2.93,2.93,1386.61,50.79,12.14,74.17
4078,C-340788,11467,SD,-101.5749,44.0166,Planted/Cultivated,1.67,1.67,1333.65,35.99,23.00,75.99
4079,C-314097,11468,LA,-90.0555,30.7325,Planted/Cultivated,2.25,2.25,1528.62,18.34,41.43,50.03
4080,C-335242,11470,ID,-114.6361,45.3191,Forested Upland,2.58,2.58,1274.25,20.00,48.33,71.02
4081,C-358587,11471,CA,-117.961,37.416,Shrubland,0.36,0.30,1390.49,11.16,66.03,82.79
4082,C-328216,11472,GA,-83.7891,34.2618,Forested Upland,1.97,1.97,1246.10,36.11,37.38,52.26
4083,C-352720,11476,AZ,-109.4319,34.5013,Shrubland,0.47,0.40,1366.78,25.00,49.57,83.00
4084,C-310089,11480,KS,-97.704,38.3208,Planted/Cultivated,1.31,1.31,1433.96,23.44,37.58,64.54
4085,C-338224,11481,MN,-93.4488,47.5688,Forested Upland,2.80,2.80,1532.16,2.35,67.40,53.42
4086,C-319637,11483,CO,-106.914,37.6971,Forested Upland,5.43,5.43,1261.74,14.68,51.35,57.32
4087,C-350659,11484,VA,-81.0917,36.8519,Planted/Cultivated,1.82,1.82,1175.44,32.63,16.87,57.93
4088,C-353307,11487,OR,-120.1555,43.0838,Shrubland,0.05,0.05,1255.37,20.74,51.58,78.61
4089,C-328709,11488,FL,-82.4927,29.0344,Planted/Cultivated,0.46,0.30,1367.66,5.31,81.64,50.35
4090,C-348533,11496,IA,-92.4559,40.6203,Planted/Cultivated,3.16,3.16,1364.03,35.77,15.86,58.22
4091,C-319659,11499,CO,-103.5766,38.5646,Herbaceous Upland,0.71,0.71,1444.17,30.51,47.38,79.76
4092,C-348840,11500,IL,-87.8134,39.4402,Planted/Cultivated,1.40,1.40,1484.81,22.32,17.74,57.24
4093,C-337626,11502,MT,-111.092,46.327,Forested Upland,3.35,3.35,1284.10,21.19,30.10,61.03
4094,C-326143,11503,NM,-104.793,32.485,Shrubland,3.33,2.10,1276.70,29.12,33.03,79.12
4095,C-300434,11508,NY,-74.0659,41.2532,Forested Upland,29.10,29.10,1323.74,9.58,49.91,54.69
4096,C-358588,11511,CA,-114.218,34.218,Barren,0.77,0.20,1384.23,13.07,58.72,82.00
4097,C-357686,11512,TX,-96.0113,33.3495,Planted/Cultivated,1.75,1.70,1424.42,42.64,19.36,65.00
4098,C-353309,11514,OR,-123.6104,44.095,Forested Upland,3.74,3.74,1087.12,31.00,35.00,54.98
4099,C-313221,11515,UT,-109.1695,39.9406,Shrubland,1.81,0.90,1313.80,23.29,41.16,83.53
4100,C-300408,11516,NY,-74.9001,41.9284,Forested Upland,5.88,5.88,1263.73,12.56,42.42,52.44
4101,C-312484,11528,AR,-92.9668,36.2184,Planted/Cultivated,2.27,2.27,1390.57,24.17,23.52,55.85
4102,C-352721,11531,AZ,-111.2356,31.6078,Shrubland,0.57,0.50,1291.31,50.80,29.28,71.00
4103,C-314189,11532,MS,-90.6605,34.0736,Planted/Cultivated,1.61,1.61,1404.08,49.65,7.11,60.66
4104,C-348437,11534,OR,-117.8769,43.7996,Shrubland,0.73,0.73,1297.56,22.02,41.72,80.74
4105,C-320465,11535,NV,-117.9481,41.9033,Shrubland,2.39,2.39,1188.05,15.88,45.04,73.00
4106,C-350006,11536,OH,-84.6905,40.5599,Planted/Cultivated,1.08,1.08,1526.73,45.13,13.98,64.88
4107,C-352722,11540,AZ,-110.6447,31.7787,Herbaceous Upland,0.84,0.84,1301.42,33.30,44.33,74.00
4108,C-300999,11544,NE,-96.4352,42.2031,Planted/Cultivated,1.80,1.70,1293.30,25.28,12.17,69.09
4109,C-322882,11547,NE,-101.4283,42.685,Herbaceous Upland,3.36,3.36,940.52,27.99,41.42,72.40
4110,C-357687,11548,TX,-99.9361,29.3314,Herbaceous Upland,5.71,2.40,1311.90,25.31,37.81,74.96
4111,C-358589,11551,CA,-120.8364,36.5455,Herbaceous Upland,0.70,0.70,1361.98,26.44,39.56,74.04
4112,C-328052,11552,GA,-83.9273,31.1434,Developed,1.40,1.40,1517.37,10.39,77.51,52.71
4113,C-326424,11560,OK,-97.8665,36.0377,Planted/Cultivated,0.57,0.57,1448.20,18.93,48.32,64.42
