A_LabID,SiteID,StateID,Latitude,Longitude,Landcover,Developed,Agriculture,As,Cd,Cr,Pb,Se,Zn,Fe,Mn
C-310117,216,TX,31.2985,-95.096,Forested,No,No,3.4,0.05,4,14.1,0.1,7,0.34,94
C-310039,427,TX,31.3393,-98.9265,Non-Natural Woody,No,No,3.4,0.05,5,7.4,0.1,15,0.54,63
C-310137,664,TX,31.0656,-95.3368,Planted/Cultivated,No,Yes,3.4,0.05,5,15.1,0.1,9,0.35,49
N.S.,728,TX,29.0408,-96.7072,Planted/Cultivated,No,Yes,3.4,0.05,6,8.9,0.1,9,0.35,369
C-351239,5868,CO,38.4974,-102.6778,Shrubland,No,No,3.4,0.2,9,23.6,0.1,31,0.98,236
C-351267,12028,NM,32.1932,-106.9257,Shrubland,No,No,3.4,0.1,9,12.9,0.1,33,1.5,238
C-310121,296,TX,27.5739,-98.6805,Shrubland,No,No,3.4,0.1,9,10.7,0.1,29,1.1,163
C-351231,4624,AZ,36.4215,-109.7194,Shrubland,No,No,3.4,0.05,10,12.4,0.1,39,1.07,212
C-351272,12816,OK,35.0732,-98.0413,Planted/Cultivated,No,Yes,3.4,0.05,11,10.7,0.1,24,0.98,187
C-351240,5904,CO,37.6019,-105.9272,Planted/Cultivated,No,Yes,3.4,0.2,12,21.3,0.1,75,3.02,770
C-309874,107,TX,36.4,-101.8247,Herbaceous ,No,Yes,3.4,0.2,12,11.6,0.1,34,0.95,218
C-310053,472,TX,31.4689,-100.3872,Shrubland,No,No,3.4,0.2,12,10.6,0.1,26,0.97,195
C-351245,7440,CO,38.8241,-102.9047,Herbaceous ,No,Yes,3.4,0.2,13,22.2,0.1,38,1.33,281
C-351241,6636,CO,38.7136,-106.3109,Forested,No,No,3.4,0.8,14,85.9,0.1,133,2.72,681
C-351266,11792,NE,42.4931,-98.5747,Planted/Cultivated,No,Yes,3.4,0.2,14,22,0.1,38,0.95,223
C-351270,12524,NM,35.0433,-103.6122,Herbaceous ,No,Yes,3.4,0.1,14,10.9,0.1,35,1.33,286
C-351262,10768,MS,33.0008,-89.1708,Forested,No,No,3.4,0.05,15,13,0.2,23,0.85,280
C-351238,5648,CA,33.6425,-117.0121,Herbaceous ,No,Yes,3.4,0.05,17,21.7,0.7,69,1.61,261
C-351242,6928,CO,37.7762,-105.0746,Shrubland,No,No,3.4,0.1,17,11.4,0.1,48,2.51,488
C-309926,1752,WY,42.3259,-107.9769,Shrubland,No,No,3.4,0.1,17,21.5,0.1,24,1.01,169
C-351259,9964,MI,46.4743,-88.2465,Forested,No,No,3.4,1,18,41.6,0.9,63,0.87,82
C-351233,4844,AZ,36.2341,-109.6102,Shrubland,No,No,3.4,0.05,20,13.2,0.1,24,1.53,441
C-310100,171,TX,30.5121,-94.8527,Planted/Cultivated,No,Yes,3.4,0.3,20,15.1,0.4,48,1.25,622
C-310088,920,UT,37.1686,-113.6141,Shrubland,No,No,3.4,0.05,20,10.4,0.1,18,0.64,101
C-351271,12780,OK,35.3495,-98.6884,Herbaceous ,No,Yes,3.4,0.05,21,11.8,0.1,27,1.13,238
C-351246,7660,CO,37.3445,-102.3767,Herbaceous ,No,Yes,3.4,0.3,22,19.7,0.1,53,1.67,388
C-310036,104,TX,33.5372,-95.348,Planted/Cultivated,No,Yes,3.4,0.1,22,16,0.2,50,0.82,466
C-351230,4176,AZ,34.7168,-109.0718,Shrubland,No,No,3.4,0.3,23,17.7,0.1,43,1.95,641
C-351235,5200,CA,37.7864,-119.8909,Forested,No,No,3.4,0.05,23,11.9,0.1,90,3.9,768
C-351268,12048,NM,33.4781,-108.1293,Herbaceous ,No,Yes,3.4,0.05,23,20,0.1,51,2.08,541
C-351256,9452,LA,30.7325,-90.0555,Planted/Cultivated,No,Yes,3.4,0.05,24,19.7,0.5,23,0.8,1310
C-310118,1688,WY,42.5894,-109.2518,Shrubland,No,No,3.4,0.4,25,31.3,0.1,70,1.94,388
C-351236,5392,CA,34.378,-118.403,Forested,No,No,3.4,0.3,26,23.2,0.1,142,8.96,2370
C-351255,9296,LA,30.0316,-93.2734,Developed,Yes,No,3.4,0.05,26,20.3,0.4,57,0.87,603
C-351260,10000,MN,46.7793,-96.59,Planted/Cultivated,No,Yes,3.4,0.2,26,10.6,0.3,24,1.02,275
C-351251,8940,KS,37.4851,-98.0811,Planted/Cultivated,No,Yes,3.4,0.2,27,21.3,0.2,48,1.06,274
C-310097,1432,WI,43.7362,-91.0012,Herbaceous ,No,Yes,3.4,0.3,27,26.4,0.3,86,1.48,1330
C-351257,9488,MA,42.0975,-71.3255,Forested,No,No,3.4,0.3,28,137,0.9,32,1.6,280
C-351250,8720,ID,42.1906,-112.1167,Herbaceous ,No,Yes,3.4,0.3,30,20.9,0.1,47,1.53,311
C-351261,10732,MO,38.2267,-91.1121,Forested,No,No,3.4,0.2,31,27.4,0.3,36,1.13,754
C-351274,13072,SC,34.6145,-82.6871,Planted/Cultivated,No,Yes,3.4,0.1,31,19.4,0.4,52,2.67,616
C-351252,8976,KS,37.0368,-98.6946,Planted/Cultivated,No,Yes,3.4,0.1,33,14.9,0.1,34,1.58,404
C-310104,1496,WY,43.9999,-108.2077,Shrubland,No,No,3.4,0.3,34,15.2,0.1,53,1.36,345
C-351229,3856,AR,34.2351,-93.622,Planted/Cultivated,No,Yes,3.4,0.05,35,19.3,0.3,48,1.46,531
C-351247,7696,CT,41.5578,-73.2432,Forested,No,No,3.4,1,35,88.6,1.1,89,2.44,923
C-310139,1131,WA,48.6045,-119.5121,Developed,Yes,No,3.4,0.2,36,14.4,0.1,88,3.03,799
C-351269,12368,NM,32.3122,-108.8037,Shrubland,No,No,3.4,0.05,37,26.3,0.1,110,3.56,686
C-351264,11024,NC,34.5852,-78.8885,Planted/Cultivated,No,Yes,3.4,0.05,38,17.8,0.4,31,0.94,65
C-351265,11756,ND,47.2537,-99.2471,Herbaceous ,No,Yes,3.4,0.2,38,12.1,0.7,64,2.21,646
C-351254,9040,KY,36.8698,-84.5194,Forested,No,No,3.4,0.1,39,14.9,0.5,33,1.01,1220
C-351258,9708,MI,46.621,-89.3884,Forested,No,No,3.4,0.6,41,26.1,0.3,106,2.46,628
C-351273,13036,OR,45.1999,-120.7082,Herbaceous ,No,Yes,3.4,0.1,42,10.6,0.1,86,4.49,778
C-310096,984,UT,41.4958,-111.1105,Herbaceous ,No,Yes,3.4,0.5,63,21.6,0.1,63,2.51,561
C-351249,8428,ID,42.8926,-116.8733,Shrubland,No,No,3.4,0.2,64,6.4,0.1,117,7.66,1580
C-310101,1128,VA,36.9575,-80.1487,Planted/Cultivated,No,Yes,3.4,0.2,72,49.9,0.8,158,4.15,1290
C-351237,5612,CA,41.745,-120.739,Forested,No,No,3.4,0.2,99,14.8,0.1,96,7.38,1580
C-310027,1451,WY,44.9905,-110.0544,Forested,No,No,3.4,0.2,110,21.9,0.1,81,3.84,693
C-351234,4880,CA,41.76,-122.65,Forested,No,No,3.4,0.1,183,4.1,0.1,56,6.31,1250
C-351214,528,TX,31.0907,-93.8718,Herbaceous ,No,Yes,3.3,0.05,2,9,0.1,8,0.22,44
C-348647,10152,NM,35.3686,-106.6376,Shrubland,No,No,3.3,0.05,6,12.4,0.1,21,0.89,184
C-348675,10296,NM,33.1987,-106.9278,Shrubland,No,No,3.3,0.05,6,8.7,0.1,27,1.08,116
C-348632,9640,NE,41.8339,-101.6778,Planted/Cultivated,No,Yes,3.3,0.2,7,12.7,0.4,15,0.45,105
C-348640,12200,TX,32.6329,-102.8879,Planted/Cultivated,No,Yes,3.3,0.05,7,7,0.1,26,0.59,65
C-351213,80,TX,29.542,-96.2021,Planted/Cultivated,No,Yes,3.3,0.05,7,15.7,0.1,27,0.47,252
C-348805,5876,CO,38.4041,-106.7642,Shrubland,No,No,3.3,0.3,8,22.9,0.1,34,1.06,234
C-348669,9744,NE,41.8,-102.6778,Herbaceous ,No,Yes,3.3,0.1,8,11.1,0.1,19,0.65,170
C-351219,1808,VA,37.7692,-77.0816,Herbaceous ,No,Yes,3.3,0.05,8,10.5,0.1,15,0.52,104
C-348808,5356,AZ,36.1781,-109.0773,Shrubland,No,No,3.3,0.05,9,16.2,0.1,24,0.98,278
C-348663,6312,GA,32.368,-83.6587,Planted/Cultivated,No,Yes,3.3,0.05,9,12.2,0.1,21,0.72,78
C-348652,12968,TX,35.9124,-102.5665,Herbaceous ,No,Yes,3.3,0.05,9,10.5,0.1,17,0.73,154
C-348672,5544,CA,34.4363,-114.8364,Barren,No,No,3.3,0.4,10,17.2,0.1,250,11.5,2010
C-348804,9972,NM,35.597,-108.548,Shrubland,No,No,3.3,0.05,10,12.7,0.6,28,1.23,208
C-348797,13128,TX,34.0016,-102.4987,Planted/Cultivated,No,Yes,3.3,0.1,12,9.4,0.1,56,1.09,160
C-348630,9192,ND,48.4587,-100.8196,Herbaceous ,No,Yes,3.3,0.05,14,8.6,0.1,19,0.83,198
C-348833,9480,NE,40.6817,-98.9,Planted/Cultivated,No,Yes,3.3,0.2,15,17,0.1,31,1.03,207
C-348644,10920,NV,40.8927,-114.2333,Shrubland,No,No,3.3,0.2,15,16.9,0.1,24,1.14,240
C-348799,8200,NC,36.2006,-76.2947,Planted/Cultivated,No,Yes,3.3,0.05,16,12.7,0.1,18,0.37,107
C-348810,12020,TX,34.516,-102.9197,Herbaceous ,No,Yes,3.3,0.2,16,10.4,0.1,46,1.31,229
C-348811,9204,NE,41.9942,-98.2528,Planted/Cultivated,No,Yes,3.3,0.2,17,17.9,0.1,43,0.94,141
C-348634,10664,NV,40.333,-119.2394,Shrubland,No,No,3.3,0.2,17,13.1,0.1,50,2.88,581
C-348807,7924,MI,45.5525,-84.1433,Forested,No,No,3.3,0.2,18,12.5,0.3,19,0.87,348
C-351216,1260,UT,37.6096,-113.9422,Forested,No,No,3.3,0.2,19,30,0.1,51,1.63,637
C-348678,5032,AR,35.3006,-91.1102,Planted/Cultivated,No,Yes,3.3,0.05,20,13.1,0.1,22,0.81,618
C-348815,5108,AR,34.5435,-92.2176,Planted/Cultivated,No,Yes,3.3,0.05,20,14.2,0.4,18,0.75,250
C-348837,6132,CO,40.6234,-102.4377,Planted/Cultivated,No,Yes,3.3,0.3,20,22.7,0.1,56,1.76,500
C-348665,8616,NC,34.0646,-78.3496,Herbaceous ,No,Yes,3.3,0.05,20,11.1,0.6,6,0.48,36
C-348679,9128,NC,35.8885,-79.0346,Forested,No,No,3.3,0.1,20,17.1,0.4,57,1.49,1520
C-348589,9896,NM,35.2237,-103.386,Shrubland,No,No,3.3,0.2,20,11.9,0.1,44,3.16,458
C-348638,7848,MI,46.2349,-86.8739,Forested,No,No,3.3,0.4,21,21.4,0.3,58,1.63,1590
C-348642,8104,MS,32.7504,-88.833,Planted/Cultivated,No,Yes,3.3,0.05,21,12.6,0.1,18,0.97,134
C-348822,10996,OK,34.7361,-98.5222,Shrubland,No,No,3.3,0.1,21,15.2,0.1,38,1.67,351
C-348671,12712,TX,34.0176,-98.2292,Planted/Cultivated,No,Yes,3.3,0.1,21,13.8,0.1,26,1.12,362
C-348661,7336,LA,32.9695,-92.3799,Forested,No,No,3.3,0.05,22,13.2,0.3,50,0.59,345
C-351224,2576,WI,43.3009,-90.2088,Planted/Cultivated,No,Yes,3.3,0.2,23,14,0.2,46,1.31,789
C-348594,6824,ID,43.9989,-112.0698,Shrubland,No,No,3.3,0.3,24,14.1,0.1,50,1.3,283
C-348838,10228,NM,32.3615,-107.641,Shrubland,No,No,3.3,0.2,24,17.6,0.1,68,3.36,594
C-348832,5384,CA,37.089,-117.964,Barren,No,No,3.3,0.1,25,16.9,0.1,51,2.48,635
C-348830,7176,LA,30.0923,-92.9197,Planted/Cultivated,No,Yes,3.3,0.05,25,10.9,0.1,12,0.72,121
C-348802,13044,TX,33.1385,-95.0269,Planted/Cultivated,No,Yes,3.3,0.05,25,16.6,0.4,28,1.05,420
C-348839,7156,KS,37.2565,-98.5948,Developed,Yes,No,3.3,0.05,26,14.5,0.1,34,1.19,334
C-351215,784,UT,40.212,-110.0626,Shrubland,No,No,3.3,0.2,26,14.3,0.1,29,1.2,243
C-348680,5096,AR,35.1819,-92.3437,Planted/Cultivated,No,Yes,3.3,0.05,27,9.2,0.2,51,0.93,682
C-351226,3344,WI,45.3175,-89.2612,Forested,No,No,3.3,0.3,27,16.3,0.3,49,1.85,386
C-348823,11688,TN,36.393,-87.9331,Forested,No,No,3.3,0.5,28,17.9,0.3,50,0.87,1730
C-351217,1552,UT,37.9178,-113.7809,Shrubland,No,No,3.3,0.2,28,29.4,0.1,48,2.13,514
C-348677,6200,CO,40.1475,-105.932,Shrubland,No,No,3.3,0.3,30,25.2,0.1,82,3.04,751
C-351227,3564,WY,44.2761,-108.0906,Shrubland,No,No,3.3,0.2,31,14.7,0.1,53,1.35,367
C-351228,3600,WY,43.1139,-107.7203,Shrubland,No,No,3.3,0.2,31,19.8,0.1,38,1.27,295
C-348681,8168,MS,32.4872,-89.9464,Forested,No,No,3.3,0.05,32,16.1,0.2,31,1.16,229
C-348637,11944,TN,36.0093,-87.57,Forested,No,No,3.3,0.3,32,27.7,0.5,52,0.93,3050
C-351225,2832,WI,44.1429,-88.9259,Forested,No,No,3.3,0.7,32,21.9,0.8,66,1.89,211
C-348825,6672,ID,44.6799,-116.8528,Forested,No,No,3.3,0.5,34,13.7,0.1,196,7.91,2140
C-348631,7592,ME,45.4983,-70.1721,Forested,No,No,3.3,0.05,34,11.1,0.1,37,2.07,405
C-348653,5800,CO,37.1455,-104.9077,Herbaceous ,No,Yes,3.3,0.3,39,23.9,0.2,97,3.22,449
C-348633,6568,ID,42.9154,-115.9368,Herbaceous ,No,Yes,3.3,0.3,40,15.3,0.1,43,1.68,445
C-351223,2540,WI,43.7564,-87.9858,Planted/Cultivated,No,Yes,3.3,0.7,40,23.8,0.4,72,2.57,631
C-351220,1964,VA,36.6406,-78.03,Forested,No,No,3.3,0.1,41,18.9,0.9,63,3.21,638
C-348654,7080,ID,46.6991,-116.8543,Herbaceous ,No,Yes,3.3,0.2,43,14.5,0.1,66,2.9,898
C-348660,6056,CO,39.4752,-105.6852,Forested,No,No,3.3,0.5,44,42.7,0.3,185,3.56,952
C-351218,1772,UT,38.2374,-111.9575,Shrubland,No,No,3.3,0.3,44,24.4,0.1,99,4.94,1510
C-348670,7952,MN,46.6011,-92.7551,Forested,No,No,3.3,0.2,46,18.3,0.3,64,2.47,614
C-351221,2320,WA,46.0392,-122.856,Herbaceous ,No,Yes,3.3,0.1,51,121,0.1,83,4.31,839
C-348639,10248,NM,36.0056,-106.7668,Forested,No,No,3.3,0.3,62,17.2,0.1,99,2.79,578
C-348664,11432,OR,45.1041,-122.4548,Forested,No,No,3.3,0.1,66,12.9,0.4,101,5.51,1760
C-348814,8684,NC,36.3643,-81.6599,Planted/Cultivated,No,Yes,3.3,0.4,77,20.2,0.7,142,4.64,1760
C-348768,10408,NM,32.5675,-107.9499,Shrubland,No,No,3.3,0.5,82,22.9,0.1,94,4.73,1050
C-348840,11500,OR,42.9592,-118.8436,Shrubland,No,No,3.3,0.2,86,6.7,0.1,124,8.61,1320
C-348636,8872,NC,35.4844,-80.7149,Forested,No,No,3.3,0.05,122,21.2,0.5,65,6.89,2240
C-348817,11252,OR,43.0965,-123.5245,Forested,No,No,3.3,0.05,192,6.7,0.1,73,2.73,814
C-348800,6900,ID,45.0136,-113.6072,Shrubland,No,No,3.3,0.2,400,13.5,0.1,81,6.86,1220
C-348590,2472,TX,32.4661,-95.4838,Planted/Cultivated,No,Yes,3.2,0.05,3,9.2,0.1,10,0.23,86
C-348836,2036,TX,31.9582,-95.9748,Planted/Cultivated,No,Yes,3.2,0.05,6,9.2,0.1,10,0.33,123
C-335259,12622,MI,44.1344,-85.0809,Planted/Cultivated,No,Yes,3.2,0.05,7,10.4,0.1,13,0.53,61
C-348676,2104,TX,32.3241,-98.1132,Planted/Cultivated,No,Yes,3.2,0.1,7,9,0.1,20,0.81,302
C-335247,11726,CA,38.178,-119.322,Forested,No,No,3.2,0.3,8,27.8,0.1,82,1.38,357
C-348592,1704,SD,43.357,-101.2384,Herbaceous ,No,Yes,3.2,0.1,9,13.4,0.1,33,1.12,349
C-335243,11598,CA,34.806,-117.435,Barren,No,No,3.2,0.05,10,17.6,0.1,26,1.8,228
C-335266,13006,MS,31.2046,-89.9364,Forested,No,No,3.2,0.1,10,11.1,0.2,74,0.55,469
C-335267,13179,MT,46.0439,-104.4673,Herbaceous ,No,Yes,3.2,0.05,13,9,0.1,35,1.18,191
C-348648,4008,WA,48.5573,-118.7799,Forested,No,No,3.2,0.1,13,13.7,0.1,52,1.65,311
C-335249,11854,CO,37.8712,-103.9877,Herbaceous ,No,Yes,3.2,0.3,14,21.5,0.1,44,1.56,348
C-348798,2804,TX,30.2013,-97.3253,Forested,No,No,3.2,0.05,14,13.7,0.4,27,0.9,98
C-348801,1780,SD,45.1316,-103.2486,Herbaceous ,No,Yes,3.2,0.1,15,9.9,0.2,36,1.13,149
C-348841,4588,WY,41.0222,-110.3623,Forested,No,No,3.2,0.2,15,17.6,0.1,27,1,405
C-348643,2728,TX,26.4908,-98.6616,Planted/Cultivated,No,Yes,3.2,0.1,16,10.4,0.1,36,1.12,208
C-335260,12687,MI,42.8414,-83.6729,Herbaceous ,No,Yes,3.2,0.1,17,11.9,0.1,30,1.32,195
C-348826,492,NM,33.6955,-105.8384,Shrubland,No,No,3.2,0.1,17,15.7,0.1,73,2.4,421
C-348593,680,OK,34.7393,-96.1791,Planted/Cultivated,No,Yes,3.2,0.05,17,8.9,0.3,25,0.78,143
C-348673,1448,OR,44.9436,-117.2896,Forested,No,No,3.2,0.2,18,12.7,0.1,160,10.8,1950
C-335241,11407,AL,33.7108,-86.2876,Forested,No,No,3.2,0.05,20,12,0.4,19,1.27,212
C-335257,12494,KS,37.3411,-100.0069,Planted/Cultivated,No,Yes,3.2,0.2,20,16.7,0.1,44,1.29,251
C-348646,1960,TN,35.1592,-88.2456,Forested,No,No,3.2,0.1,20,18.7,0.3,34,0.87,1640
C-335252,12111,GA,32.3189,-84.2203,Planted/Cultivated,No,Yes,3.2,0.05,21,6.9,0.1,15,1.11,160
C-335256,12411,IN,41.1478,-86.0771,Planted/Cultivated,No,Yes,3.2,0.2,21,13.6,0.2,44,1.26,491
C-335248,11758,CO,40.8422,-103.058,Herbaceous ,No,Yes,3.2,0.5,22,28.4,0.1,67,1.86,552
C-335263,12750,MN,48.1404,-92.6456,Forested,No,No,3.2,0.6,22,29,0.5,106,0.93,1140
C-348824,3060,UT,38.1571,-113.2444,Shrubland,No,No,3.2,0.1,23,13.3,0.1,33,1.32,262
C-335242,11470,AR,33.7615,-94.421,Developed,Yes,No,3.2,0.05,24,12.8,0.1,17,0.73,442
C-335251,12047,CT,41.7146,-72.5546,Planted/Cultivated,No,Yes,3.2,0.1,24,22.3,0.4,38,1.85,503
C-335264,12878,MN,45.9119,-94.87,Herbaceous ,No,Yes,3.2,0.1,26,14.8,0.3,29,1.16,377
C-348831,3080,UT,40.3385,-109.6348,Shrubland,No,No,3.2,0.2,26,10.6,0.1,21,0.74,209
C-348827,4104,WI,45.2339,-92.556,Planted/Cultivated,No,Yes,3.2,0.1,27,13.7,0.2,44,1.71,783
C-348666,4520,WI,45.9829,-88.6762,Forested,No,No,3.2,0.2,27,12.1,0.1,48,2.25,575
C-335245,11663,CA,34.481,-114.95,Barren,No,No,3.2,0.1,28,20.3,0.1,75,4.82,773
C-348668,424,NM,34.0204,-107.3131,Shrubland,No,No,3.2,0.2,28,21.6,0.1,70,2.71,592
C-335258,12558,LA,31.9566,-92.1629,Forested,No,No,3.2,0.05,29,16,0.3,36,0.82,1980
C-335268,13198,NC,34.9835,-80.4556,Forested,No,No,3.2,0.1,29,21.6,0.4,120,1,517
C-335253,12174,ID,46.6325,-116.6647,Forested,No,No,3.2,0.2,31,16.3,0.1,92,5.1,1150
C-335254,12206,ID,42.2359,-113.8566,Shrubland,No,No,3.2,0.2,33,19.7,0.1,62,2.72,538
C-348834,1288,OR,42.0723,-124.0284,Forested,No,No,3.2,0.05,33,9.4,0.3,59,2.28,201
C-348816,4084,WA,47.1248,-119.898,Shrubland,No,No,3.2,0.2,33,13,0.1,105,5.35,978
C-348662,3240,UT,40.9792,-111.4296,Herbaceous ,No,Yes,3.2,0.7,34,28.2,0.1,34,0.71,226
C-335250,11919,CT,41.4258,-73.5009,Forested,No,No,3.2,0.4,35,87.1,1.1,74,2.48,435
C-348645,3752,VA,37.424,-77.8749,Forested,No,No,3.2,0.05,35,18.3,0.4,22,1.48,141
C-335265,12923,MN,48.2069,-94.4059,Shrubland,No,No,3.2,0.3,37,13.4,0.5,66,1.9,484
C-348806,3828,VT,44.2764,-72.6186,Forested,No,No,3.2,0.05,38,12.4,0.1,30,1.79,395
C-348812,1516,SC,34.2245,-82.0423,Planted/Cultivated,No,Yes,3.2,0.05,40,20.4,0.7,54,3.94,1430
C-348650,3816,VA,38.88,-77.6883,Forested,No,No,3.2,0.05,40,47.5,1.1,25,1.69,68
C-348829,264,NC,35.1944,-84.1135,Planted/Cultivated,No,Yes,3.2,0.1,42,20.7,0.8,96,3.34,806
C-348813,1012,OR,42.6869,-120.0169,Shrubland,No,No,3.2,0.2,51,10.3,0.1,76,4.03,853
C-348819,3496,VA,36.7777,-79.7125,Forested,No,No,3.2,0.05,52,14.3,0.5,28,3.33,272
C-348655,4776,WY,44.46,-109.6307,Forested,No,No,3.2,0.3,56,25.9,0.1,92,4.62,967
C-348651,1256,OR,42.8151,-122.1033,Forested,No,No,3.2,0.05,65,6.5,0.1,128,9.94,1060
C-348659,936,OR,42.4287,-123.3283,Planted/Cultivated,No,Yes,3.2,0.3,90,30.3,0.1,114,5.01,866
C-335244,11643,CA,41.0041,-121.6407,Forested,No,No,3.2,0.1,160,31.7,0.1,197,8.31,1690
C-335223,5582,AZ,36.991,-112.867,Shrubland,No,No,3.1,0.05,6,7.7,0.1,13,0.44,132
C-335215,8847,TX,30.7121,-95.4079,Forested,No,No,3.1,0.05,6,10.6,0.3,7,0.49,184
C-335216,8910,TX,32.3657,-101.7923,Planted/Cultivated,No,Yes,3.1,0.05,6,7.1,0.1,28,0.56,68
C-335199,7567,NE,41.3361,-102.3742,Shrubland,No,No,3.1,0.05,7,18.2,0.1,39,1.52,293
C-335204,7951,NM,36.3617,-108.5867,Shrubland,No,No,3.1,0.05,7,11.2,0.1,25,0.97,134
C-335178,9422,TX,32.8497,-94.2082,Forested,No,No,3.1,0.05,7,10.5,0.1,11,0.24,148
C-335180,9550,TX,34.0667,-99.5177,Planted/Cultivated,No,Yes,3.1,0.05,7,6.9,0.1,11,0.56,157
C-335232,6414,ME,43.6446,-70.462,Forested,No,No,3.1,0.2,9,48.3,0.7,18,0.62,133
C-335206,8078,OK,36.9357,-102.5176,Herbaceous ,No,Yes,3.1,0.1,9,12.6,0.1,26,0.94,204
C-335201,7758,NE,42.3192,-102.8078,Planted/Cultivated,No,Yes,3.1,0.2,10,15.5,0.1,37,1.19,303
C-335175,9295,TX,31.7683,-103.3275,Shrubland,No,No,3.1,0.1,10,10.1,0.1,38,0.92,153
C-335220,5454,AZ,36.1958,-110.5837,Shrubland,No,No,3.1,0.05,11,13.4,0.1,24,1.18,241
C-335176,9339,TX,31.827,-102.033,Planted/Cultivated,No,Yes,3.1,0.05,11,8.5,0.1,47,0.98,176
C-334819,5326,AL,33.0422,-87.5904,Planted/Cultivated,No,Yes,3.1,0.1,13,28.6,0.1,44,0.73,338
C-335198,7547,MT,47.1963,-113.4377,Forested,No,No,3.1,0.05,13,10.8,0.1,40,1.22,387
C-335224,5710,CA,34.771,-114.983,Shrubland,No,No,3.1,0.05,14,21.9,0.1,43,3.49,464
C-335177,9359,TX,26.3614,-98.5467,Planted/Cultivated,No,Yes,3.1,0.05,14,10.2,0.1,32,1.02,178
C-335221,5519,AZ,31.8648,-109.3575,Forested,No,No,3.1,0.4,15,46.3,0.1,109,2.42,988
C-335233,6543,MI,46.034,-86.5635,Forested,No,No,3.1,0.3,15,24.8,0.5,38,1.14,257
C-335182,9678,VA,37.7525,-76.8468,Forested,No,No,3.1,0.05,15,13.5,0.3,22,0.78,138
C-335193,10702,WY,42.5395,-105.9376,Shrubland,No,No,3.1,0.2,16,31,0.1,36,1.09,206
C-335235,6734,MN,46.3197,-92.7934,Forested,No,No,3.1,0.05,17,11.3,0.1,24,1.93,316
C-335190,10446,WV,39.0621,-80.0483,Forested,No,No,3.1,0.05,17,9.9,0.3,18,0.99,48
C-335200,7630,NE,42.2951,-99.6848,Planted/Cultivated,No,Yes,3.1,0.2,19,16,0.1,38,1.11,238
C-335202,7823,NE,41.7083,-98.8125,Planted/Cultivated,No,Yes,3.1,0.2,19,17.2,0.3,33,1.17,226
C-335187,10363,WI,44.5057,-89.6967,Planted/Cultivated,No,Yes,3.1,0.3,19,35.1,0.1,133,1.49,596
C-335226,5775,CA,39.8644,-120.159,Forested,No,No,3.1,0.05,20,11.7,0.1,231,3.36,637
C-335189,10383,WI,45.8072,-88.8237,Forested,No,No,3.1,0.3,20,17.3,0.1,53,1.38,711
C-335230,6287,KS,39.3481,-100.1016,Planted/Cultivated,No,Yes,3.1,0.2,21,16.5,0.2,32,1.03,209
C-335213,8719,RI,41.3474,-71.7469,Forested,No,No,3.1,0.2,21,54.1,0.7,34,1.32,180
C-335208,8335,OR,43.7178,-120.4947,Shrubland,No,No,3.1,0.2,24,10.9,0.1,75,3.43,741
C-335205,8015,NM,33.7443,-107.67,Forested,No,No,3.1,0.1,25,21.9,0.1,76,2.66,599
C-335227,6030,CO,40.1084,-104.835,Planted/Cultivated,No,Yes,3.1,0.4,26,34.8,0.3,93,2.37,429
C-335191,10574,WY,43.3752,-106.8307,Herbaceous ,No,Yes,3.1,0.2,26,12.4,0.1,36,1.22,455
C-335229,6267,IL,37.9019,-89.8154,Planted/Cultivated,No,Yes,3.1,0.05,27,21.6,0.3,29,1.15,191
C-335214,8827,SC,34.6451,-83.1021,Forested,No,No,3.1,0.05,27,97.8,0.5,34,3.01,163
C-335211,8526,OR,45.6137,-118.0159,Forested,No,No,3.1,0.3,28,19.5,0.1,147,4.38,1730
C-335207,8315,OR,45.7333,-118.0307,Forested,No,No,3.1,0.2,29,19.8,0.2,115,4.51,1170
C-335238,7311,MO,37.922,-92.6774,Planted/Cultivated,No,Yes,3.1,0.1,30,19.4,0.4,27,0.89,782
C-335192,10639,WY,43.26,-108.4483,Shrubland,No,No,3.1,0.1,30,16.2,0.1,37,1.62,352
C-335231,6350,LA,30.9632,-90.3561,Developed,Yes,No,3.1,0.05,33,13.4,0.3,15,0.89,641
C-335237,7291,MN,46.1669,-93.1998,Forested,No,No,3.1,0.4,33,29.4,0.5,83,1.34,1800
C-335185,9871,WA,47.4143,-118.9835,Planted/Cultivated,No,Yes,3.1,0.4,34,61.9,0.1,204,7.15,1330
C-335194,11387,WY,44.5592,-106.8678,Herbaceous ,No,Yes,3.1,0.2,34,14.1,0.3,46,2.08,370
C-335181,9615,UT,40.5546,-111.4887,Shrubland,No,No,3.1,0.2,36,29.2,0.1,72,3.11,631
C-335186,10126,WI,45.1915,-90.7278,Forested,No,No,3.1,0.2,36,20.9,0.8,49,1.72,202
C-335234,6606,MN,46.123,-93.3875,Forested,No,No,3.1,0.2,39,15.4,0.3,51,1.78,866
C-335184,9851,WA,46.1055,-121.6042,Forested,No,No,3.1,0.05,44,16.3,0.1,82,4.88,686
C-335236,6799,MN,45.0163,-95.0542,Planted/Cultivated,No,Yes,3.1,0.5,49,16.7,0.9,70,1.94,263
C-335197,7374,MT,45.4382,-106.1193,Herbaceous ,No,Yes,3.1,0.3,52,18.1,0.1,95,2.73,549
