A_LabID,SiteID,StateID,Latitude,Longitude,Landcover,Developed,Agriculture,As,Cd,Cr,Pb,Se,Zn,Fe,Mn
C-335209,8398,OR,44.1688,-122.1525,Forested,No,No,3.1,0.2,61,27.8,0.1,135,5.34,1080
C-335219,5390,AL,33.0774,-85.5152,Developed,Yes,No,3.1,0.2,67,27.7,0.4,137,4.25,687
C-335212,8591,PA,40.141,-74.9731,Planted/Cultivated,No,Yes,3.1,0.2,72,50.6,0.4,133,5.8,820
C-335183,9806,WA,47.9977,-123.3223,Forested,No,No,3.1,0.2,83,8.3,0.1,83,2.65,919
C-335225,5755,CA,34.152,-118.964,Herbaceous ,No,Yes,3.1,0.1,108,7.2,0.1,59,3.53,577
C-334781,462,GA,33.732,-83.8514,Developed,Yes,No,3,0.05,4,19.3,0.1,14,0.95,152
C-334838,3278,SC,32.934,-79.6955,Planted/Cultivated,No,Yes,3,0.05,4,8.1,0.1,7,0.42,81
C-335431,910,MI,43.613,-84.0902,Planted/Cultivated,No,Yes,3,0.1,5,10.8,0.1,29,0.53,98
C-334841,3534,TX,30.6842,-96.8681,Planted/Cultivated,No,Yes,3,0.05,5,7.8,0.1,9,0.25,58
C-334797,1614,NE,41.8581,-103.3606,Shrubland,No,No,3,0.05,6,16.2,0.1,36,1.26,274
C-334805,3919,VA,37.7961,-76.4342,Forested,No,No,3,0.05,7,16.5,0.2,12,0.45,74
C-334827,2254,NM,35.0092,-104.8157,Shrubland,No,No,3,0.1,8,9.5,0.1,26,1.08,164
C-334800,3662,TX,32.5483,-94.8332,Planted/Cultivated,No,Yes,3,0.05,8,8.2,0.1,8,0.35,53
C-334801,3707,TX,31.7857,-102.3008,Shrubland,No,No,3,0.05,8,6.7,0.1,21,0.74,97
C-334802,3727,TX,30.4513,-95.6341,Forested,No,No,3,0.05,8,13.4,0.1,10,0.35,440
C-348977,12312,AL,31.7278,-87.1307,Developed,Yes,No,3,0.05,10,12,0.3,34,1.4,45
C-334839,3451,TX,31.8734,-102.4941,Herbaceous ,No,Yes,3,0.1,10,8.7,0.1,23,0.8,122
C-334840,3471,TX,33.7017,-102.7404,Planted/Cultivated,No,Yes,3,0.05,10,8.3,0.1,59,1.01,125
C-348947,12824,CO,39.1527,-104.6836,Herbaceous ,No,Yes,3,0.4,11,53.6,0.4,85,1.38,297
C-334830,2683,OK,36.9508,-100.9631,Planted/Cultivated,No,Yes,3,0.1,11,10.2,0.1,25,0.93,170
C-334811,4686,WI,44.1116,-89.489,Herbaceous ,No,Yes,3,0.1,11,12.9,0.1,30,0.91,579
C-334806,4239,VA,37.8662,-79.1468,Forested,No,No,3,0.2,12,28.6,0.7,270,5.9,1200
C-334782,527,IN,41.3677,-86.7049,Planted/Cultivated,No,Yes,3,0.2,13,18.2,0.2,60,0.82,159
C-334826,2191,NM,33.0892,-105.9688,Shrubland,No,No,3,0.2,15,15.6,0.1,41,2.23,381
C-334831,2703,OK,36.3107,-99.2828,Planted/Cultivated,No,Yes,3,0.05,15,11.2,0.1,17,0.87,218
C-348968,12568,CO,39.1815,-106.0438,Forested,No,No,3,0.2,17,28.2,0.1,38,1.33,469
C-334786,718,LA,31.8881,-92.4689,Developed,Yes,No,3,0.05,17,11.6,0.1,14,0.62,143
C-348534,12776,CO,37.6642,-108.711,Shrubland,No,No,3,0.2,19,17.6,0.1,42,1.97,460
C-334783,590,KS,37.3292,-98.0587,Planted/Cultivated,No,Yes,3,0.2,19,16,0.2,35,0.88,246
C-334785,655,LA,32.707,-93.5755,Planted/Cultivated,No,Yes,3,0.05,19,11.2,0.1,11,0.76,212
C-334795,1423,ND,46.7538,-98.3349,Herbaceous ,No,Yes,3,0.2,19,11.3,0.2,33,0.99,302
C-348931,13032,CO,39.259,-102.7706,Herbaceous ,No,Yes,3,0.3,20,24.4,0.2,53,1.51,345
C-334788,1103,MN,45.3501,-95.7481,Planted/Cultivated,No,Yes,3,0.2,20,11.2,0.4,39,1.07,532
C-334818,5263,WY,41.7845,-104.1931,Herbaceous ,No,Yes,3,0.2,20,20.2,0.1,50,1.92,394
C-334803,3855,UT,37.7849,-109.3083,Shrubland,No,No,3,0.2,21,13.7,0.1,26,0.98,278
C-334791,1230,MS,31.5162,-89.4872,Planted/Cultivated,No,Yes,3,0.05,22,18.1,0.2,24,0.92,1700
C-334796,1486,ND,46.0954,-97.182,Herbaceous ,No,Yes,3,0.1,22,10.4,0.1,27,1.05,278
C-334792,1294,NC,35.3233,-76.5996,Planted/Cultivated,No,Yes,3,0.05,23,17.6,0.2,16,0.47,105
C-334807,4302,WA,47.3329,-118.4867,Herbaceous ,No,Yes,3,0.2,23,13.2,0.1,75,3.67,729
C-334813,4751,WY,41.6007,-106.7485,Shrubland,No,No,3,0.2,23,18.6,0.1,40,1.58,361
C-334817,5243,WY,42.0139,-107.9627,Shrubland,No,No,3,0.1,23,19.4,0.1,25,0.96,179
C-334809,4558,WA,46.8307,-117.3298,Planted/Cultivated,No,Yes,3,0.1,24,12.8,0.1,72,2.47,543
C-334790,1167,MS,32.7932,-90.4163,Developed,Yes,No,3,0.05,25,13.1,0.1,40,1.1,883
C-334812,4731,WI,45.5527,-92.1705,Forested,No,No,3,0.2,27,14.9,0.2,36,1.62,205
C-334789,1147,MO,37.5145,-90.0786,Developed,Yes,No,3,0.2,28,25.1,0.2,68,0.78,1680
C-334828,2447,NM,34.1452,-107.1638,Shrubland,No,No,3,0.2,29,33.5,0.1,79,2.72,437
C-334815,4814,WY,43.1886,-105.2663,Herbaceous ,No,Yes,3,0.2,29,17.1,0.1,40,1.24,231
C-334834,2990,OR,44.7842,-118.3646,Forested,No,No,3,0.2,31,15.5,0.1,72,2.58,679
C-334810,4623,WA,45.9545,-120.6654,Forested,No,No,3,0.1,31,10.5,0.1,159,9.58,1450
C-334822,1659,NH,43.7253,-71.7544,Forested,No,No,3,0.3,32,93.7,0.5,56,1.82,444
C-334794,1358,NC,36.3007,-80.0686,Forested,No,No,3,0.1,33,21.5,1.7,44,0.9,223
C-334824,2171,NM,33.4264,-107.6612,Herbaceous ,No,Yes,3,0.2,33,18.7,0.1,55,3.23,538
C-334784,635,KY,36.7639,-84.679,Forested,No,No,3,0.1,34,20.2,0.4,32,0.87,658
C-334837,3215,OR,43.0838,-120.1555,Shrubland,No,No,3,0.1,34,9.5,0.1,116,5.76,1300
C-334823,1934,NM,32.3825,-107.7962,Shrubland,No,No,3,0.1,36,20.2,0.1,93,4.19,516
C-334779,222,CO,38.2743,-105.8886,Herbaceous ,No,Yes,3,0.3,43,39.6,0.3,80,4.09,913
C-334829,2510,NV,40.5587,-119.9749,Shrubland,No,No,3,0.2,46,14.3,0.1,86,4.55,1400
C-334780,399,GA,31.4873,-84.8607,Developed,Yes,No,3,0.05,47,36,0.7,52,3.8,181
C-334808,4495,WA,46.2865,-122.7227,Forested,No,No,3,0.05,52,7.7,0.1,85,4.54,845
C-334836,3195,OR,43.861,-120.5078,Shrubland,No,No,3,0.1,57,7.9,0.1,80,4.43,841
C-348990,12376,CA,41.2595,-120.0848,Herbaceous ,No,Yes,3,0.2,110,12.8,0.1,233,5.66,1390
C-334816,5199,WY,44.9202,-110.0968,Forested,No,No,3,0.1,114,21.5,0.1,78,4.11,780
C-334835,3150,OR,44.5381,-123.3507,Herbaceous ,No,Yes,3,0.2,163,12.3,0.1,90,6.38,1240
C-334832,2958,OR,44.2417,-123.9529,Forested,No,No,3,0.05,435,5.7,0.3,158,10.6,2400
C-348988,9064,NM,31.9359,-108.9424,Shrubland,No,No,2.9,0.2,5,26.1,0.1,42,1.3,358
C-348516,10600,TX,32.4858,-98.8335,Planted/Cultivated,No,Yes,2.9,0.05,5,5.7,0.1,9,0.34,60
C-348937,11176,TX,27.4009,-97.9189,Planted/Cultivated,No,Yes,2.9,0.05,6,11.2,0.1,15,0.63,149
C-343341,6680,GA,32.3494,-81.9418,Developed,Yes,No,2.9,0.05,7,12.6,0.1,18,0.74,56
C-348961,7528,MI,41.7894,-84.6355,Forested,No,No,2.9,0.1,7,17.1,0.1,29,0.68,241
C-348983,11112,TX,31.4836,-96.4063,Planted/Cultivated,No,Yes,2.9,0.05,7,10.2,0.1,12,0.41,70
C-348963,10520,TX,32.5477,-102.2414,Herbaceous ,No,Yes,2.9,0.05,8,6.7,0.1,29,0.65,76
C-348524,5992,CA,32.7137,-115.2569,Shrubland,No,No,2.9,0.05,9,11.1,0.1,21,1.02,181
C-348943,9496,NY,43.5758,-74.4413,Forested,No,No,2.9,0.2,9,33,0.7,51,2.58,423
C-348981,11352,TX,30.8587,-96.206,Forested,No,No,2.9,0.05,9,10.3,0.1,10,0.4,72
C-348530,6376,FL,30.7714,-86.6785,Planted/Cultivated,No,Yes,2.9,0.05,10,11.6,0.3,25,0.72,143
C-343343,8984,NM,36.7428,-103.315,Herbaceous ,No,Yes,2.9,0.2,11,14.4,0.1,58,1.28,261
C-343338,5912,CA,32.681,-115.884,Barren,No,No,2.9,0.2,12,10.1,0.2,35,1.58,281
C-348953,9304,NV,38.5691,-114.5619,Shrubland,No,No,2.9,0.2,12,22.5,0.1,54,2.21,386
C-348528,9448,NY,43.1784,-74.5778,Forested,No,No,2.9,1.9,12,61.8,2.1,74,0.96,1020
C-348531,8680,NM,35.3379,-103.4387,Herbaceous ,No,Yes,2.9,0.1,13,9,0.1,27,1.11,226
C-348934,5864,AR,33.6536,-94.2892,Planted/Cultivated,No,Yes,2.9,0.05,15,7.9,0.1,19,0.33,195
C-348522,6888,GA,32.9053,-84.7239,Planted/Cultivated,No,Yes,2.9,0.05,15,19.8,0.2,22,1.19,695
C-343332,7704,MI,42.2673,-84.101,Herbaceous ,No,Yes,2.9,0.2,15,12.6,0.1,38,1.36,219
C-348972,9240,NM,36.642,-105.071,Shrubland,No,No,2.9,0.1,16,15.9,0.2,47,2.24,456
C-348925,10728,TX,31.7894,-93.9633,Forested,No,No,2.9,0.05,16,11.1,0.3,11,0.78,596
C-343336,11800,WV,39.3256,-78.4334,Forested,No,No,2.9,0.1,16,22,0.1,40,0.55,100
C-348932,8936,NM,35.4347,-108.5546,Forested,No,No,2.9,0.2,17,18.2,0.1,28,1.95,309
C-348518,9576,OK,34.6973,-98.7551,Planted/Cultivated,No,Yes,2.9,0.05,17,9.3,0.1,39,1.21,183
C-348951,10328,OR,45.0381,-119.5842,Forested,No,No,2.9,0.1,17,11.4,0.1,58,2.53,754
C-343335,5208,AL,34.9852,-87.5194,Planted/Cultivated,No,Yes,2.9,0.05,18,13.6,0.2,15,1.36,64
C-348969,5400,AL,34.5426,-85.8749,Planted/Cultivated,No,Yes,2.9,0.05,18,10.4,0.3,20,0.98,231
C-348927,7656,MI,41.8184,-86.2534,Developed,Yes,No,2.9,0.3,18,24.5,0.3,47,0.8,295
C-348974,6168,CO,39.8871,-103.0921,Planted/Cultivated,No,Yes,2.9,0.3,19,22.9,0.1,45,1.44,369
C-348940,10984,TX,34.3784,-100.4492,Planted/Cultivated,No,Yes,2.9,0.05,19,12.5,0.1,30,1.28,264
C-348971,11288,TX,33.6115,-100.3238,Planted/Cultivated,No,Yes,2.9,0.1,19,16.7,0.1,48,1.06,246
C-348962,8472,NM,32.2771,-105.1436,Shrubland,No,No,2.9,0.1,20,12.6,0.1,26,1.02,384
C-348933,9960,OR,42.6188,-120.6909,Forested,No,No,2.9,0.1,21,14.6,0.1,123,3.85,950
C-348973,5144,AL,32.7952,-86.9501,Forested,No,No,2.9,0.05,22,13.2,0.3,20,1.47,76
C-348980,6232,CO,38.7441,-105.1003,Forested,No,No,2.9,0.4,24,34.1,0.4,114,3.16,1110
C-348954,7256,LA,31.032,-92.6533,Forested,No,No,2.9,0.05,24,10.4,0.1,6,0.61,143
C-348978,8216,NC,35.0145,-77.1322,Forested,No,No,2.9,0.1,25,17.6,0.4,21,0.53,384
C-343342,8280,NC,35.788,-76.1966,Planted/Cultivated,No,Yes,2.9,0.05,25,15.5,0.7,23,0.61,97
C-348526,5352,AL,32.565,-86.2313,Planted/Cultivated,No,Yes,2.9,0.05,26,36.2,0.3,44,1.94,366
C-348946,5656,AR,34.3803,-94.2684,Planted/Cultivated,No,Yes,2.9,0.05,26,11.6,0.1,43,0.54,274
C-343328,6632,GA,34.4683,-84.4829,Forested,No,No,2.9,0.05,28,21.7,0.6,60,2.68,342
C-343331,10472,TN,36.0649,-87.2804,Forested,No,No,2.9,0.3,28,23.7,0.4,44,0.85,3090
C-348970,7192,ID,44.7738,-113.7267,Shrubland,No,No,2.9,0.1,30,7.9,0.1,39,3.32,437
C-348936,7912,MN,47.0589,-93.6761,Forested,No,No,2.9,0.8,35,22,0.5,87,1.26,3420
C-348517,5480,AL,34.491,-86.9745,Forested,No,No,2.9,0.05,36,14.1,0.1,20,0.93,118
C-348959,11624,WA,46.6063,-122.459,Forested,No,No,2.9,0.2,37,14.2,0.3,76,3.43,955
C-348942,12008,WY,42.442,-109.7963,Shrubland,No,No,2.9,0.1,44,17.5,0.1,52,2.35,530
C-348985,7016,ID,46.5918,-115.7755,Forested,No,No,2.9,0.1,51,13.3,0.1,117,4.38,736
C-348533,11496,VA,36.5989,-80.6924,Planted/Cultivated,No,Yes,2.9,0.05,51,17.5,0.7,68,3.48,501
C-348926,11752,WA,46.0159,-122.7338,Forested,No,No,2.9,0.1,78,6.7,0.1,105,5.65,1020
C-348982,10264,OR,42.1393,-121.9493,Forested,No,No,2.9,0.1,193,6,0.1,107,6.07,1160
C-348928,10088,OR,43.2065,-123.2298,Planted/Cultivated,No,Yes,2.9,0.05,493,8.6,0.1,66,4.06,799
C-348975,3096,TX,31.953,-104.0142,Shrubland,No,No,2.8,0.05,0.5,3.6,0.1,15,0.32,57
C-328066,10656,GA,33.0154,-81.9055,Forested,No,No,2.8,0.05,3,6.9,0.1,7,0.32,37
C-348521,1000,NM,35.5559,-107.9667,Shrubland,No,No,2.8,0.05,3,8.7,0.1,22,0.7,94
C-328023,10448,FL,28.2772,-81.8276,Non-Natural Woody,No,No,2.8,0.05,4,5.8,0.1,31,0.09,22
C-328150,11104,ID,44.656,-115.6804,Forested,No,No,2.8,0.2,5,17.5,0.1,66,1.09,843
C-328201,9168,CA,35.608,-117.924,Barren,No,No,2.8,0.05,6,15.2,0.1,30,2.28,378
C-348929,2536,TX,30.4303,-93.9899,Planted/Cultivated,No,Yes,2.8,0.05,6,10.5,0.1,18,0.47,35
C-348939,2984,TX,32.6874,-95.721,Planted/Cultivated,No,Yes,2.8,0.05,8,10.9,0.1,12,0.67,151
C-328210,10400,FL,25.7627,-80.6736,Herbaceous ,No,Yes,2.8,0.3,9,12.3,0.1,17,0.45,48
C-328151,11680,MI,42.5133,-84.3079,Herbaceous ,No,Yes,2.8,0.1,9,16.6,0.1,37,0.94,244
C-328207,12448,NC,35.9424,-78.2646,Forested,No,No,2.8,0.05,9,31.6,0.3,44,1.06,324
C-348987,872,NM,36.6397,-103.0724,Shrubland,No,No,2.8,0.2,9,12.4,0.1,29,1.3,290
C-328194,10080,CO,38.3052,-104.1809,Herbaceous ,No,Yes,2.8,0.2,10,23.5,0.1,41,1.47,292
C-348941,2792,TX,31.0238,-96.3959,Non-Natural Woody,No,No,2.8,0.05,11,10.4,0.1,13,0.57,144
C-328137,9376,CA,33.501,-117.6508,Planted/Cultivated,No,Yes,2.8,0.1,12,18.1,0.1,62,1.8,533
C-328192,10192,CT,41.6726,-71.7932,Forested,No,No,2.8,0.05,13,49.3,0.5,23,1.09,175
C-328008,10604,FL,25.9657,-80.1741,Planted/Cultivated,No,Yes,2.8,0.2,13,12,0.3,65,0.16,35
C-343334,1112,OK,34.9124,-96.7695,Planted/Cultivated,No,Yes,2.8,0.1,13,12.5,0.1,23,0.82,312
C-343339,792,NE,41.0622,-103.7286,Planted/Cultivated,No,Yes,2.8,0.2,14,18,0.1,31,1.17,265
C-328063,10144,CO,39.6993,-102.745,Herbaceous ,No,Yes,2.8,0.3,15,19.7,0.1,42,1.03,261
C-328052,11552,MI,45.1968,-83.657,Planted/Cultivated,No,Yes,2.8,0.2,15,12,0.3,45,1.1,233
C-343329,744,NE,41.1267,-100.2664,Planted/Cultivated,No,Yes,2.8,0.1,15,13.9,0.1,39,1.03,179
C-348529,2280,SD,43.1591,-99.2385,Planted/Cultivated,No,Yes,2.8,0.2,15,14,0.2,33,1,248
C-348532,4584,WI,44.745,-88.4061,Planted/Cultivated,No,Yes,2.8,0.1,15,13.3,0.1,37,1.47,393
C-328223,12960,NC,35.5809,-78.1923,Planted/Cultivated,No,Yes,2.8,0.05,16,9.5,0.1,23,0.41,99
C-343345,88,NE,41.3219,-103.8925,Planted/Cultivated,No,Yes,2.8,0.2,16,19.2,0.1,42,1.42,355
C-349849,616,NE,41.2472,-98.5084,Planted/Cultivated,No,Yes,2.8,0.1,16,18.1,0.1,32,1,143
C-328138,11168,IN,41.0198,-85.2464,Forested,No,No,2.8,0.2,17,19.8,0.3,33,0.94,266
C-328215,8864,AL,33.2072,-86.0474,Forested,No,No,2.8,0.05,18,8.8,0.3,17,0.89,61
C-348979,1048,NY,44.6091,-75.053,Forested,No,No,2.8,0.2,18,15.7,0.1,42,1.81,593
C-348525,2920,TX,34.4657,-100.1738,Herbaceous ,No,Yes,2.8,0.05,18,11.9,0.1,30,1.3,255
C-348989,4968,WY,41.1767,-104.3307,Planted/Cultivated,No,Yes,2.8,0.2,18,17.7,0.1,45,1.72,337
C-348950,536,NE,41.1697,-102.4425,Planted/Cultivated,No,Yes,2.8,0.2,19,16.3,0.1,36,1.43,302
C-328011,8656,AL,32.8294,-86.1011,Developed,Yes,No,2.8,0.05,20,18.8,0.5,49,3.64,109
C-348966,280,NE,41.1833,-99.6716,Planted/Cultivated,No,Yes,2.8,0.2,20,14.4,0.5,37,1.14,205
C-328061,9120,AR,35.9111,-90.7026,Herbaceous ,No,Yes,2.8,0.05,21,12.6,0.1,14,0.69,568
C-328179,9824,CA,37.416,-117.961,Shrubland,No,No,2.8,0.05,21,25.1,0.1,112,3.99,448
C-328062,8736,AL,34.3422,-87.9365,Developed,Yes,No,2.8,0.05,22,10.4,0.2,17,0.95,232
C-328196,9580,CA,35.0493,-120.3036,Planted/Cultivated,No,Yes,2.8,3,23,15.2,0.1,37,1.11,392
C-348986,1896,SC,34.4954,-81.2513,Planted/Cultivated,No,Yes,2.8,0.05,23,29.4,0.3,73,2.65,1480
C-348965,2328,TN,35.3772,-85.7067,Forested,No,No,2.8,0.1,23,13.2,0.5,33,0.73,780
C-328219,13152,ND,48.37,-97.7849,Planted/Cultivated,No,Yes,2.8,0.2,24,10.3,0.4,35,1.03,788
C-328211,10848,ID,45.8259,-116.2483,Herbaceous ,No,Yes,2.8,0.3,25,12.4,0.1,117,6.55,1570
C-328142,9056,AL,32.1291,-88.2593,Developed,Yes,No,2.8,0.05,26,12.1,0.6,14,1.35,102
C-328216,11472,ME,44.516,-70.5592,Forested,No,No,2.8,0.1,26,25.5,0.1,48,1.63,456
C-328186,12832,NC,35.4113,-83.0008,Forested,No,No,2.8,0.1,27,14.3,0.8,56,1.71,374
C-328148,11216,KS,37.3556,-101.5788,Planted/Cultivated,No,Yes,2.8,0.2,28,18.1,0.1,45,1.47,309
C-328198,11984,MO,38.437,-92.8949,Planted/Cultivated,No,Yes,2.8,0.2,28,13.7,0.1,33,0.75,414
C-328221,12752,NC,36.2922,-77.1499,Planted/Cultivated,No,Yes,2.8,0.05,28,25.2,0.1,25,1.12,347
C-348523,4840,WY,42.7906,-104.8196,Herbaceous ,No,Yes,2.8,0.2,28,22.5,0.1,48,1.67,369
C-328054,12128,MT,48.1292,-114.0905,Herbaceous ,No,Yes,2.8,0.1,29,16.7,0.2,82,2.11,260
C-343330,3304,UT,37.5892,-110.1241,Shrubland,No,No,2.8,0.05,29,13.3,0.1,30,1.43,455
C-328178,11728,MN,48.5836,-95.2439,Forested,No,No,2.8,0.3,30,24.9,0.3,50,1.34,856
C-348949,4632,WI,43.5525,-87.902,Planted/Cultivated,No,Yes,2.8,0.4,33,17.7,0.4,74,2,464
C-348952,3160,UT,39.5487,-111.6241,Planted/Cultivated,No,Yes,2.8,0.2,35,13.8,0.2,46,1.31,461
C-343344,4888,WY,42.1643,-110.3271,Shrubland,No,No,2.8,0.2,38,15.4,0.4,44,1.73,249
C-348960,3432,VA,36.6213,-80.9092,Planted/Cultivated,No,Yes,2.8,0.3,41,47.7,0.6,155,3.06,819
C-343337,3608,WA,47.9525,-124.1985,Forested,No,No,2.8,0.05,41,7.6,0.4,67,2.77,516
C-348948,2136,SC,34.9453,-82.4547,Planted/Cultivated,No,Yes,2.8,0.05,42,20.6,0.5,38,3.2,315
C-348955,3560,VA,36.8547,-80.4967,Developed,Yes,No,2.8,0.2,46,28.7,0.5,92,2.52,528
C-328019,11872,MN,47.7015,-90.5467,Forested,No,No,2.8,0.3,81,16.6,0.4,56,4.09,464
C-348519,4712,WY,44.0302,-109.1815,Forested,No,No,2.8,0.2,85,24,0.2,69,3.31,829
C-328145,9760,CA,38.182,-120.385,Herbaceous ,No,Yes,2.8,0.05,91,11.7,0.2,41,4.03,421
C-348944,4376,WA,48.0767,-122.7914,Forested,No,No,2.8,0.2,107,18,0.1,58,2.33,990
C-348964,1304,OR,43.9033,-118.1551,Herbaceous ,No,Yes,2.8,0.3,114,9,0.1,74,4.7,1240
C-348935,1768,SC,34.9603,-81.5781,Planted/Cultivated,No,Yes,2.8,0.1,161,15.6,0.6,72,7.93,2720
C-328177,2000,GA,31.8844,-84.7292,Planted/Cultivated,No,Yes,2.7,0.05,6,8.4,0.1,13,0.9,240
C-328009,5280,NM,33.2534,-104.3194,Shrubland,No,No,2.7,0.1,7,6.6,0.1,17,0.68,156
C-328050,5664,NM,36.2185,-103.101,Herbaceous ,No,Yes,2.7,0.05,7,11.5,0.1,23,0.87,159
C-328200,6304,SC,32.351,-80.9005,Forested,No,No,2.7,0.05,7,13.2,0.3,9,0.51,125
C-328065,6508,SD,43.3133,-100.1442,Planted/Cultivated,No,Yes,2.7,0.1,7,13.1,0.1,23,0.75,183
C-328205,976,AZ,31.7115,-109.0705,Shrubland,No,No,2.7,0.1,8,25.9,0.1,28,0.93,522
C-328140,3024,MI,42.6608,-85.7423,Developed,Yes,No,2.7,0.1,8,14.4,0.1,28,0.73,328
C-328195,3488,NC,34.431,-77.6002,Forested,No,No,2.7,0.05,8,13.9,0.4,8,0.6,51
C-328189,5840,NY,43.7503,-74.9076,Shrubland,No,No,2.7,0.5,8,73.5,1.3,62,0.59,191
C-328060,7376,VA,37.3801,-78.1638,Forested,No,No,2.7,0.05,8,15.5,0.3,11,0.61,91
C-328013,6752,TX,29.9167,-95.9661,Planted/Cultivated,No,Yes,2.7,0.2,9,7.5,0.1,20,0.39,154
C-328136,7072,TX,31.3092,-105.8391,Herbaceous ,No,Yes,2.7,0.05,9,12.7,0.1,22,0.95,151
C-328051,864,AZ,35.602,-109.7411,Shrubland,No,No,2.7,0.05,10,15.4,0.1,32,1.23,223
C-328188,4560,NE,42.0685,-101.0396,Herbaceous ,No,Yes,2.7,0.2,10,17.6,0.3,35,1.2,389
C-328006,5024,NM,34.1112,-106.8391,Shrubland,No,No,2.7,0.1,10,12.7,0.1,33,1.6,306
C-328005,7008,TX,31.475,-97.748,Planted/Cultivated,No,Yes,2.7,0.05,10,9.5,0.1,15,0.57,228
C-328253,1056,CA,37.2045,-122.1447,Forested,No,No,2.7,0.05,11,16.8,0.1,33,1.31,238
C-328135,3936,ND,48.0238,-100.2372,Herbaceous ,No,Yes,2.7,0.1,11,8.6,0.1,23,0.87,227
C-328220,1568,CA,36.5801,-119.5581,Non-Natural Woody,No,No,2.7,0.1,12,30.4,0.1,68,2.08,360
C-328056,1888,CO,39.3171,-108.2732,Shrubland,No,No,2.7,0.2,12,17,0.1,40,1.64,382
C-328064,5584,NM,32.5175,-103.5109,Shrubland,No,No,2.7,0.2,12,13.1,0.1,37,1.36,195
C-328209,7276,VA,37.1472,-78.7496,Herbaceous ,No,Yes,2.7,0.05,12,10,0.3,18,1.26,113
C-328139,7584,WI,44.707,-89.3089,Planted/Cultivated,No,Yes,2.7,0.05,12,10.8,0.1,27,1.07,379
C-328012,5728,NY,42.5113,-78.3916,Planted/Cultivated,No,Yes,2.7,0.1,13,7.1,0.1,41,0.81,196
C-328022,8352,WY,44.4957,-105.645,Herbaceous ,No,Yes,2.7,0.05,13,16.1,0.1,22,0.68,118
C-328146,720,AZ,34.7906,-109.8947,Herbaceous ,No,Yes,2.7,0.05,14,21.3,0.1,37,2.54,319
C-328206,4960,NJ,41.2654,-74.7455,Forested,No,No,2.7,0.7,14,126,1.2,70,0.51,172
C-328202,1696,CA,36.113,-121.248,Herbaceous ,No,Yes,2.7,0.2,15,19.4,0.1,57,1.83,499
C-328180,2256,GA,33.2886,-84.2136,Developed,Yes,No,2.7,0.05,15,33.4,0.6,83,4.4,319
C-328193,7456,VA,36.564,-77.638,Forested,No,No,2.7,0.05,15,12.9,0.4,10,0.79,99
C-328055,160,AL,34.5501,-87.6779,Developed,Yes,No,2.7,0.05,17,14.5,0.1,32,1.06,321
C-328016,464,AL,31.0634,-85.6928,Planted/Cultivated,No,Yes,2.7,0.05,17,10.5,0.2,26,0.9,155
C-328152,4768,NH,44.8089,-71.1116,Forested,No,No,2.7,0.5,17,153,0.9,110,0.82,109
C-328187,6352,SC,35.03,-81.18,Planted/Cultivated,No,Yes,2.7,0.2,18,23.6,0.4,42,1.59,197
C-328057,3180,MI,42.0627,-85.4729,Planted/Cultivated,No,Yes,2.7,0.2,19,13.3,0.2,38,1.22,708
C-328021,6608,TN,35.8385,-83.2538,Forested,No,No,2.7,0.4,19,14,0.4,52,1.26,3280
C-328153,544,AL,30.5495,-88.3765,Planted/Cultivated,No,Yes,2.7,0.05,20,9.6,0.3,12,0.63,222
C-328017,672,AR,33.4788,-92.387,Planted/Cultivated,No,Yes,2.7,0.05,20,6.1,0.1,10,0.72,118
C-328224,6560,TN,35.0173,-87.2535,Forested,No,No,2.7,0.1,20,11.1,0.3,39,0.49,648
C-328020,2592,LA,30.2926,-93.4248,Planted/Cultivated,No,Yes,2.7,0.05,22,16.3,0.4,15,0.79,77
C-328147,3436,MT,45.8534,-114.1916,Forested,No,No,2.7,0.05,22,23.2,0.1,77,1.89,597
C-328144,7840,WI,45.9064,-91.0468,Forested,No,No,2.7,0.2,22,13.8,0.1,34,1.79,389
C-328067,2512,IL,37.5943,-88.4315,Forested,No,No,2.7,0.7,23,19.7,0.5,75,0.77,2340
C-328049,7532,WI,44.5301,-87.7226,Planted/Cultivated,No,Yes,2.7,0.2,23,15.2,0.1,105,1.97,459
C-328222,2912,MI,46.1992,-88.4759,Forested,No,No,2.7,0.4,24,14.4,0.2,64,1.53,1190
C-328015,5984,OR,45.7001,-116.9166,Forested,No,No,2.7,0.3,24,12.3,0.1,149,8.41,1650
C-328014,8032,WY,42.8976,-108.549,Shrubland,No,No,2.7,0.2,25,19,0.1,41,1.54,391
C-328199,3280,MN,48.0942,-96.1697,Herbaceous ,No,Yes,2.7,0.1,27,11.4,0.6,36,1.35,226
C-328212,6176,OR,42.0818,-122.7191,Barren,No,No,2.7,0.1,27,11.5,0.1,63,3.01,665
C-328183,3360,MN,45.61,-94.4709,Planted/Cultivated,No,Yes,2.7,0.05,31,10.3,0.1,29,1.94,379
C-328181,7120,UT,40.9234,-110.1107,Shrubland,No,No,2.7,0.3,31,12.6,0.3,55,1.43,272
C-328007,1744,CA,35.6085,-118.9234,Herbaceous ,No,Yes,2.7,0.1,36,18.3,0.1,137,2.52,413
C-328143,4640,NH,43.855,-71.6553,Forested,No,No,2.7,0.1,37,34.9,0.2,62,1.68,484
C-328214,5072,NM,34.4334,-107.6573,Forested,No,No,2.7,0.2,37,19.7,0.1,80,4.31,788
