A_LabID,SiteID,StateID,Latitude,Longitude,LandCover,Al,As,Ba,Cd,Ce,Co,Cr,Cs,Cu,Fe,Hg,Li,Mg,Mn,Mo,Ni,Pb,Rb,Sb,Se,Sn,Zn
C-311301,11912,MO,39.3729,-93.676,Herbaceous Upland,4.36,6.8,525,0.1,65.7,9.9,48,2.5,14.5,1.77,0.02,17,0.28,552,0.78,12.3,22.7,63,0.91,0.5,1.2,37
C-322909,5720,NE,41.1833,-99.6716,Planted/Cultivated,4.51,2.8,682,0.2,54.1,5.4,20,2.5,9.4,1.14,0.02,16,0.48,205,0.69,7.9,14.4,79.4,0.54,0.5,1.2,37
C-350423,9132,KY,36.7617,-83.7781,Forested Upland,2.29,3.9,223,0.05,37.1,3.8,22,2.5,7.9,1.11,0.09,12,0.1,115,0.52,8,29.6,33.7,0.42,0.5,1.2,37
C-339103,5595,AZ,36.1669,-110.6183,Shrubland,4.24,3.6,548,0.1,45.2,5.4,10,2.5,12.6,1.43,0.01,17,0.56,324,0.36,8,16.5,67.7,0.68,0.1,1.1,37
C-325700,9455,NM,32.5175,-103.5109,Shrubland,3.06,2.7,352,0.2,36.9,3.8,12,2.5,18.4,1.36,0.01,16,0.34,195,0.57,15.9,13.1,56.1,0.56,0.1,1.1,37
C-343216,9719,CA,33.578,-115.053,Barren,7.05,2.4,753,0.05,74.1,6.7,17,2.5,10.6,2.29,0.01,14,0.64,418,0.5,9.1,19.8,73.3,0.31,0.1,1.1,37
C-355960,5727,CA,39.237,-123.332,Forested Upland,5.87,1.6,923,0.05,39.8,4.8,20,2.5,5.5,1.51,0.02,21,0.35,306,0.21,13.3,9.4,65.6,0.26,0.1,1.1,37
C-311281,2440,MO,39.7472,-92.0344,Forested Upland,2.94,6.2,444,0.2,60.8,10.8,38,2.5,17.3,1.38,0.04,16,0.2,675,1.06,10.2,30.9,52.1,0.78,0.3,1.1,37
C-337603,8766,MT,47.6284,-105.3384,Shrubland,3.54,5.9,524,0.1,50.9,5.1,23,2.5,5,1.37,0.01,20,2.21,257,0.56,10.1,9.4,63.8,0.85,0.2,1.1,37
C-338243,7221,MN,46.3023,-92.9796,Planted/Cultivated,4.13,4,468,0.05,34.4,8,38,2.5,19.9,2.61,0.02,11,0.5,337,0.53,18.7,13.1,73.5,0.5,0.1,1,37
C-322895,10011,NE,42.3192,-102.8078,Planted/Cultivated,4.52,3.1,704,0.2,50.2,4.5,10,2.5,8.2,1.19,0.01,14,0.32,303,0.6,5.9,15.5,77.2,0.42,0.1,1,37
C-337069,632,OK,34.6385,-99.5081,Planted/Cultivated,4.23,4.6,450,0.1,50.6,5.5,24,2.5,12,1.6,0.005,28,0.67,352,0.47,12.8,12.5,71.6,0.4,0.1,1,37
C-348651,1256,IL,40.9574,-90.9429,Forested Upland,2.54,2,341,0.3,20.4,4.6,10,2.5,6.9,0.88,0.03,5,0.18,446,0.28,10.3,20.4,39.2,0.27,0.1,1,37
C-357609,9400,TX,31.4558,-98.2729,Planted/Cultivated,2.67,7.7,153,0.3,36.3,4.7,25,2.5,9.1,1.4,0.02,12,0.42,288,1.5,9.9,12.9,44.4,0.51,0.3,1,37
C-310120,2200,KS,39.8486,-95.3716,Planted/Cultivated,4.16,5.5,515,0.1,47.4,7.9,30,2.5,9.9,1.73,0.01,19,0.28,412,0.64,15.2,17.6,61,0.71,0.2,1,37
C-355859,2335,CA,35.0493,-120.3036,Planted/Cultivated,6.07,2.8,955,3,34,4.3,23,2.5,11.4,1.11,0.01,12,0.21,392,1.54,13.3,15.2,98.8,0.55,0.1,0.9,37
C-358480,8695,CA,33.594,-114.712,Barren,4.43,4.4,636,0.05,40.6,3.6,7,2.5,17.6,1.13,0.005,11,0.38,202,0.47,5.2,18.6,65.4,0.5,0.1,0.9,37
C-359200,1407,TX,33.457,-102.6151,Shrubland,3.08,4.1,309,0.1,34.5,4,17,2.5,17.1,1.29,0.01,19,0.2,211,0.48,9.1,12.5,47.8,0.5,0.1,0.9,37
C-324013,12436,NM,34.1818,-107.3245,Herbaceous Upland,6.27,1,862,0.05,19.1,6.5,17,2.5,8.2,1.44,0.005,13,0.3,285,0.14,10.4,13.3,38.2,0.23,0.1,0.9,37
C-312872,12812,AR,34.4453,-91.2884,Herbaceous Upland,2.73,5.3,385,0.05,59.1,6.3,27,2.5,9.2,1.19,0.03,16,0.13,1260,0.72,8,18.1,45.8,0.56,0.5,0.9,37
C-318582,9163,WY,44.1338,-106.2336,Herbaceous Upland,3.73,4.7,715,0.3,40.3,4.1,19,2.5,7.9,1.22,0.01,10,0.22,242,1.14,7.1,16,88.1,0.58,0.3,0.9,37
C-319939,3003,WY,42.0072,-107.3262,Shrubland,4.25,4.1,592,0.3,40.3,3.2,12,2.5,8.9,1.2,0.01,13,0.29,247,1.02,8.3,16.5,72.3,0.48,0.2,0.9,37
C-313072,11003,UT,39.7594,-112.3811,Shrubland,3.46,3.7,444,0.1,36.2,5.3,20,2.5,9.4,1.58,0.005,18,0.98,332,0.4,7.3,10.4,56.6,0.41,0.1,0.8,37
C-318454,12475,WY,42.912,-107.8871,Shrubland,2.78,4.4,483,0.2,47.4,3.7,23,2.5,12.7,0.96,0.005,12,0.2,159,0.99,8,14.4,55.5,0.36,0.1,0.8,37
C-363111,7541,MI,45.136,-87.661,Forested Upland,1.78,4,360,0.05,11.1,1.3,10,2.5,20.2,0.7,0.03,3,0.08,91,0.38,2.8,16.3,42.5,0.33,0.1,0.8,37
C-300033,10537,ME,45.4983,-70.1721,Forested Upland,5.6,3.3,536,0.05,42.7,6.8,34,2.5,15.9,2.07,0.005,15,0.55,405,0.43,21.2,11.1,64.6,0.21,0.1,0.8,37
C-350897,1388,NC,35.0018,-83.4259,Forested Upland,2.22,0.3,242,0.1,14.6,5.2,18,2.5,8.4,0.93,0.17,4,0.31,496,0.2,7.6,10.2,22.7,0.18,0.5,0.8,37
C-354732,9360,MI,43.4148,-84.7331,Forested Upland,2.42,5.6,305,0.3,27.7,2.1,21,2.5,8.5,1,0.05,10,0.21,158,0.55,5.8,12.5,41.7,0.21,0.4,0.8,37
C-357673,13176,TX,33.3372,-98.4667,Planted/Cultivated,2.25,4.5,169,0.1,38.5,6,26,2.5,7.7,1.55,0.02,14,0.13,392,0.49,11.3,14,33.1,0.43,0.2,0.8,37
C-323490,7769,ND,47.8508,-98.9783,Planted/Cultivated,4.01,4.3,547,0.2,34.9,7.4,23,2.5,7.4,1.49,0.02,13,0.41,1140,0.39,16.1,11.2,52.2,0.48,0.1,0.7,37
C-355160,10613,WI,44.745,-88.4061,Planted/Cultivated,2.99,2.8,373,0.1,32.2,6.5,15,2.5,12.4,1.47,0.03,9,1.21,393,0.35,10.9,13.3,60.7,0.32,0.1,0.7,37
C-318495,4283,WY,43.8817,-108.0239,Shrubland,3.43,4.3,598,0.2,48.9,5.2,35,2.5,7.2,1.62,0.005,10,0.35,307,0.57,10.8,13.7,51.7,0.32,0.1,0.7,37
C-301015,6344,NE,42.67,-97.2231,Herbaceous Upland,3.7,5.9,647,0.6,49.2,6.5,22,2.5,10.1,1.22,0.02,11,0.23,410,1.3,12.5,15.8,70.7,0.9,0.5,0.7,37
C-352634,4156,TN,35.4659,-88.4277,Developed,3.44,6.1,354,0.05,39.7,6.7,23,2.5,10.1,1.7,0.03,17,0.21,289,0.76,13.2,10.8,44.7,0.41,0.3,0.7,37
C-354794,3920,MI,42.5133,-84.3079,Herbaceous Upland,2.27,2.8,307,0.1,21.9,3.4,9,2.5,4.2,0.94,0.01,7,0.17,244,0.64,6.1,16.6,39.6,0.32,0.1,0.6,37
C-354737,10049,MI,45.3287,-84.7582,Forested Upland,2.55,1.9,366,0.3,25.5,3.2,16,2.5,6.6,1.27,0.04,11,0.19,467,0.45,7.7,12.6,44.3,0.21,0.3,0.6,37
C-359155,9343,TX,32.3095,-102.6161,Shrubland,1.25,2.6,165,0.05,15.4,1.4,4,2.5,41.3,0.58,0.01,11,0.1,65,0.28,3.8,5.1,22.6,0.33,0.1,0.5,37
C-351248,8272,IN,41.274,-86.2895,Planted/Cultivated,2.82,3.9,333,0.1,23.1,3.8,10,2.5,7.1,1.05,0.01,9,0.41,265,0.91,9.4,10.1,44.3,0.27,0.1,0.5,37
C-338224,11481,MN,47.5688,-93.4488,Forested Upland,4.86,1.2,519,0.1,21.8,4.7,31,2.5,3.6,1.13,0.02,9,0.31,370,0.29,10.1,13.6,63.8,0.13,0.1,0.5,37
C-326050,9184,FL,25.1376,-80.9473,Herbaceous Upland,1.13,1.9,37,0.05,13.7,1,18,2.5,15.3,0.6,0.02,23,1.51,66,0.53,8.8,6.6,8.8,0.12,0.4,0.5,37
C-328455,608,SC,32.7862,-81.0705,Planted/Cultivated,0.41,0.9,20,0.05,7.46,0.2,2,2.5,1.9,0.15,0.005,3,0.02,25,0.25,1.8,3.9,2,0.08,0.1,0.3,37
C-299981,12905,MA,42.1721,-72.547,Forested Upland,3.77,2.5,364,0.2,27.6,3.6,30,2.5,9.6,1.36,0.2,7,0.26,351,1.22,15.4,85.8,44.4,0.78,0.5,3.1,36
C-328052,11552,GA,31.1434,-83.9273,Developed,1.59,3.5,39,0.05,25.9,0.8,9,2.5,6.5,0.87,0.18,5,0.02,76,0.6,4.9,15.1,3.6,0.27,0.2,2.7,36
C-318516,9675,WY,42.5395,-105.9376,Shrubland,5.75,3.1,561,0.2,76.6,4.1,16,2.5,6.5,1.09,0.005,10,0.21,206,0.49,6.3,31,167,0.26,0.1,1.8,36
C-312423,2700,AR,33.8287,-93.3677,Planted/Cultivated,2.13,7.4,353,0.2,70.4,18.3,56,2.5,12.7,2.21,0.06,22,0.11,2400,1.39,10.6,30.7,47.5,0.99,0.6,1.6,36
C-328919,7568,AL,33.2574,-87.9498,Planted/Cultivated,3.54,5.1,302,0.05,79.8,4.7,27,2.5,8.2,1.42,0.03,16,0.12,202,0.6,8.2,20.2,55.9,0.5,0.3,1.6,36
C-320437,7503,NV,40.2933,-115.4139,Shrubland,5.94,7,688,0.2,35.2,3.3,8,6,6.4,1.03,0.01,30,0.8,258,0.34,4.6,23.1,165,0.74,0.1,1.5,36
C-357603,9135,TX,31.6699,-105.3723,Shrubland,3.91,5.1,507,0.1,40.9,5.3,16,2.5,8.7,1.41,0.02,18,0.46,226,0.68,9,12.8,68.7,0.6,0.1,1.3,36
C-357665,12792,TX,33.5355,-97.1323,Planted/Cultivated,3.85,8.2,260,0.1,73,10.2,36,2.5,14.6,2.4,0.02,27,0.26,547,0.69,17.5,19.7,65.3,0.48,0.3,1.3,36
C-325786,6187,NM,36.1957,-107.8392,Shrubland,5.06,3.6,695,0.1,57.3,5.7,8,2.5,12.3,1.38,0.01,13,0.28,343,0.74,6.6,16.4,83.8,0.62,0.1,1.2,36
C-322920,7195,NE,41.1697,-102.4425,Planted/Cultivated,5.05,2.8,708,0.2,61.1,6.1,19,2.5,7.8,1.43,0.005,15,0.4,302,0.62,6.8,16.3,90.6,0.48,0.1,1.2,36
C-311318,2120,MO,36.9294,-91.82,Planted/Cultivated,3.07,5.3,475,0.1,89.8,17.7,38,2.5,12.4,1.4,0.03,20,0.15,1870,0.84,12,26,65.4,0.72,0.3,1.2,36
C-313223,1071,UT,38.7696,-112.9928,Shrubland,3.54,4.1,372,0.3,59.6,6.6,27,2.5,12.7,1.45,0.01,23,0.84,342,1.27,17.4,15.1,65.4,0.58,0.1,1.1,36
C-311175,392,MO,38.8811,-91.1926,Developed,4.23,10.7,512,0.1,72.6,14.8,49,2.5,12.8,2.61,0.03,21,0.29,1330,1.34,11.8,31,62.3,1.14,0.5,1.1,36
C-311302,7496,MO,37.0371,-91.041,Planted/Cultivated,3.58,5.8,456,0.3,83.5,17,38,2.5,16.9,1.53,0.07,20,0.18,2120,0.98,17.1,21.2,58,0.6,0.3,1.1,36
C-311156,12276,MO,38.2267,-91.1121,Forested Upland,2.83,3.4,462,0.2,49.5,6.8,31,2.5,10.7,1.13,0.03,15,0.13,754,0.73,10.9,27.4,48.9,0.56,0.3,1.1,36
C-355155,9781,WI,45.5527,-92.1705,Forested Upland,3.26,3,440,0.2,32.2,3.9,27,2.5,8.8,1.62,0.03,10,0.22,205,0.5,8.4,14.9,60.5,0.67,0.2,1.1,36
C-357258,1996,TX,30.5099,-99.6878,Planted/Cultivated,3.2,6,206,0.3,38.8,5.2,14,2.5,10.9,1.42,0.01,17,0.87,436,0.69,10.7,10,51.7,0.52,0.2,1.1,36
C-320377,4367,NV,39.5843,-114.5369,Shrubland,4.03,12.3,366,0.1,43.4,6.2,26,2.5,14,1.71,0.03,20,4.63,306,0.8,14.5,12.4,65.2,2.21,0.1,1,36
C-314055,11724,LA,32.4642,-91.1176,Planted/Cultivated,4.36,18,617,0.2,77.3,5.9,22,2.5,11.5,1.26,0.02,16,0.32,231,0.62,14.8,13.2,80.2,0.73,0.1,1,36
C-359162,10367,TX,33.2771,-101.8328,Planted/Cultivated,3.19,5.1,347,0.1,34.6,4.2,15,2.5,17,1.33,0.01,18,0.29,217,0.4,9.8,11,55.3,0.58,0.1,1,36
C-351552,9143,AZ,32.8742,-113.2115,Barren,5.11,7.9,778,0.05,58.4,5.7,23,2.5,12.5,1.97,0.01,15,0.64,336,0.54,12,15.9,55.3,0.53,0.1,1,36
C-341235,4028,PA,40.2195,-76.7159,Planted/Cultivated,2.76,4.1,285,0.1,37.4,8.6,18,2.5,13,1.7,0.02,19,0.16,1310,0.5,12.4,12.1,38.3,0.5,0.1,1,36
C-322889,10331,NE,41.8581,-103.3606,Shrubland,5.29,3,813,0.05,39.3,4.1,6,2.5,5.7,1.26,0.005,16,0.41,274,0.55,5.7,16.2,83.3,0.37,0.1,1,36
C-318583,2235,WY,42.6193,-107.2032,Shrubland,5.36,2.2,770,0.1,51,4.4,26,2.5,13,1.33,0.01,16,0.44,244,0.62,8.1,18.3,86.5,0.35,0.1,1,36
C-311288,584,MO,37.4271,-89.9307,Planted/Cultivated,3.39,11.4,482,0.1,75.9,15.1,44,2.5,11.6,2.33,0.03,15,0.22,1710,1.38,11.1,32,56.8,0.93,0.6,1,36
C-357241,1364,TX,31.4558,-105.6971,Barren,3.54,5.1,390,0.2,40.8,5,11,2.5,9.5,1.55,0.02,18,0.47,254,1.08,8.1,12.1,57.9,0.62,0.6,1,36
C-300982,9752,NE,41.4603,-96.8189,Planted/Cultivated,3.93,2.6,721,0.3,43.3,4.3,19,2.5,10.5,0.95,0.02,13,0.42,269,0.53,7.2,19.2,69.8,0.5,0.3,1,36
C-313414,13051,UT,39.8325,-113.4793,Shrubland,3.04,6.5,386,0.3,40.2,5.4,18,2.5,9.1,1.21,0.02,42,5.01,396,0.68,8.6,15.7,58.6,1.02,0.1,0.9,36
C-300431,2588,TX,26.4577,-97.7975,Planted/Cultivated,3.84,4.9,532,0.05,36.1,3.8,15,2.5,8.5,1.22,0.005,13,0.31,218,0.38,6.4,12.1,71.3,0.58,0.1,0.9,36
C-313288,2363,UT,39.9799,-109.6902,Shrubland,6.44,5,1070,0.2,56.4,6.1,39,2.5,12.4,1.63,0.03,24,0.85,441,0.92,11.4,20.4,71.6,0.47,0.1,0.9,36
C-318458,7355,WY,43.3752,-106.8307,Herbaceous Upland,3.57,3.1,365,0.2,37.6,4.3,26,2.5,8,1.22,0.01,17,1.08,455,0.65,8,12.4,61.8,0.37,0.1,0.9,36
C-318610,6859,WY,42.5871,-104.1953,Herbaceous Upland,5.07,2.5,796,0.05,51.1,4.2,17,2.5,5.9,1.46,0.01,13,0.35,271,0.63,4.5,16.2,84.2,0.31,0.1,0.9,36
C-338703,11902,SD,45.1316,-103.2486,Herbaceous Upland,4.32,3.2,542,0.1,46.4,5.1,15,2.5,5.8,1.13,0.02,23,0.33,149,0.56,10.9,9.9,55.1,0.5,0.2,0.9,36
C-312424,6408,AR,35.5613,-93.9153,Planted/Cultivated,1.74,4,197,0.1,48.4,7.4,37,2.5,8.6,1,0.03,17,0.08,304,0.45,9.8,15.1,29.9,0.49,0.2,0.9,36
C-300479,10780,TX,26.4908,-98.6616,Planted/Cultivated,2.78,3.2,385,0.1,30.4,3.6,16,2.5,7.6,1.12,0.01,11,0.34,208,0.35,6.5,10.4,53.7,0.63,0.1,0.8,36
C-350378,1708,KY,37.874,-83.6725,Forested Upland,1.96,5.5,140,0.1,39.3,6.6,31,2.5,5.6,1.74,0.02,19,0.15,324,0.27,15.1,10.9,37.7,0.3,0.2,0.8,36
C-314118,3404,LA,31.9566,-92.1629,Forested Upland,2.36,3.2,447,0.05,61.3,11.3,29,2.5,5.5,0.82,0.06,13,0.1,1980,0.47,7.7,16,41.9,0.44,0.3,0.7,36
C-300480,5985,NY,43.2821,-76.7435,Planted/Cultivated,2.32,2,295,0.2,21.1,2.8,13,2.5,5.8,1.09,0.03,12,0.21,241,0.35,5.2,10.6,33.7,0.17,0.3,0.7,36
C-321811,13209,MN,45.5306,-93.464,Planted/Cultivated,3.79,1.4,500,0.05,22.3,3.6,10,2.5,26.6,1.02,0.005,7,0.2,302,0.28,6.6,13.3,48.7,0.16,0.1,0.6,36
C-338334,729,MN,48.0942,-96.1697,Herbaceous Upland,3.91,2.7,459,0.1,36.2,4.9,27,2.5,11.3,1.35,0.02,18,0.68,226,0.26,13.6,11.4,41.5,0.2,0.6,0.6,36
C-320773,10876,WV,38.6796,-79.7065,Forested Upland,5.17,28.2,277,0.1,62.7,2.8,46,2.5,16.3,3.57,0.12,16,0.27,561,1.34,8.1,19.6,85.8,0.69,1,2.2,35
C-328977,3792,AL,33.0284,-85.6592,Developed,5.16,2.6,182,0.05,30.6,2.7,29,2.5,17.8,3.27,0.03,12,0.09,149,0.83,11.5,15.5,37.4,0.29,0.5,2.1,35
C-320473,8079,NV,38.2069,-118.391,Shrubland,7.07,2.4,423,0.05,45.9,3.5,4,7,3.8,1.15,0.005,41,0.44,685,0.46,3.5,17.9,157,0.8,0.1,1.4,35
C-350712,4020,VA,36.782,-75.9763,Developed,5.05,4.6,359,0.05,54.2,5.2,24,2.5,8.6,1.2,0.02,28,0.21,109,0.78,12.6,16.4,56.9,0.32,0.4,1.4,35
C-326371,6696,OK,35.95,-97.102,Planted/Cultivated,4.03,4.9,469,0.1,65.5,6.2,37,2.5,9,1.62,0.01,24,0.33,300,0.68,11.9,15.8,67.7,0.6,0.3,1.4,35
C-313206,47,UT,38.831,-113.1348,Shrubland,3.29,8.5,466,0.2,38,5.2,30,6,14.3,1.38,0.01,60,3.01,278,0.4,8.9,13.7,69.3,0.64,0.1,1.3,35
C-326411,5928,OK,36.6279,-95.6936,Planted/Cultivated,3.72,7.7,302,0.2,54.5,6.9,39,2.5,8.6,1.96,0.02,27,0.23,409,0.97,13.3,16.8,47.4,0.66,0.6,1.3,35
C-311147,5256,MO,37.9503,-92.2735,Developed,3.89,6.2,461,0.2,69.8,10.5,41,2.5,12,1.9,0.03,20,0.31,1030,1,12.9,23.5,60.6,0.69,0.5,1.3,35
C-311325,1816,MO,40.565,-94.1095,Herbaceous Upland,4.37,6.9,374,0.1,48.8,7.8,45,2.5,11.8,2,0.03,25,0.26,294,1.08,12.4,19.4,53.2,0.59,0.3,1.3,35
C-357237,1180,TX,29.0028,-96.4359,Planted/Cultivated,3.73,6.6,300,0.2,69.2,10.7,27,2.5,13.8,1.78,0.01,25,0.4,665,0.41,15.5,18.4,66.5,0.63,0.2,1.3,35
C-334794,1358,ID,48.5494,-116.3602,Forested Upland,5.93,1.3,655,0.05,42,6.1,31,2.5,7.1,1.82,0.03,11,0.69,648,0.26,8.9,18.8,58.4,0.27,0.1,1.2,35
C-357670,12996,TX,30.0517,-100.7219,Herbaceous Upland,2.75,6.6,211,0.3,32.8,6.2,13,2.5,9.7,1.12,0.02,13,0.42,313,0.96,9.7,13,42.8,0.6,0.4,1.2,35
C-326399,11883,OK,36.8406,-100.0547,Planted/Cultivated,3.77,4.1,641,0.1,65.9,4.7,25,2.5,7.4,1.47,0.01,18,0.36,230,0.6,9.9,14.3,67.6,0.55,0.1,1.1,35
C-326190,10303,NM,35.0433,-103.6122,Herbaceous Upland,3.33,3.4,351,0.1,41.6,5.1,14,2.5,12.3,1.33,0.01,18,0.35,286,0.4,10.2,10.9,59.5,0.53,0.1,1.1,35
C-357678,11212,TX,29.2619,-98.577,Herbaceous Upland,3.5,4.8,179,0.2,35,5.5,20,2.5,9.2,1.48,0.01,20,0.89,260,0.67,10.5,9.8,57.4,0.44,0.1,1.1,35
C-321806,7477,MN,45.5677,-92.9009,Planted/Cultivated,2.89,3.5,388,0.05,27.9,6.3,16,2.5,11.6,1.93,0.005,9,0.37,291,0.29,13.3,13.1,56.1,0.34,0.1,1.1,35
C-311164,5704,MO,36.7021,-91.1225,Forested Upland,3.19,14.3,324,0.05,56.6,18.3,59,2.5,11.4,2.66,0.04,23,0.2,1490,1.23,9,41.8,52.9,1.11,0.6,1.1,35
C-311327,4744,MO,38.2951,-93.3181,Planted/Cultivated,3.3,5.3,370,0.3,69.8,11.6,40,2.5,14.6,1.73,0.03,21,0.26,1000,0.58,17,18.9,55.4,0.59,0.4,1.1,35
C-314239,2956,MS,31.5292,-90.6595,Herbaceous Upland,3.7,7.4,448,0.05,50.6,13.3,30,2.5,13.3,1.7,0.04,17,0.19,573,0.82,14.3,17.8,56.7,0.75,0.3,1.1,35
C-343197,1527,CA,33.2324,-115.4306,Shrubland,4.08,4,579,0.1,48.2,5.4,12,2.5,8.8,1.55,0.005,22,0.57,301,0.64,9.6,12.6,68.5,0.51,0.3,1.1,35
C-337630,11838,MT,48.0573,-105.2254,Shrubland,3.82,4.9,524,0.1,50.4,5.1,18,2.5,10.8,1.41,0.02,18,2.09,253,0.67,11.3,8.5,62.1,0.75,0.1,1,35
C-320517,9951,NV,37.7569,-114.2112,Shrubland,7.15,4.3,860,0.1,76.5,4.6,7,6,8.9,1.34,0.01,20,0.36,452,0.53,5.8,26.9,127,0.64,0.1,1,35
C-326718,7151,NM,34.0101,-103.7369,Shrubland,3.27,3.6,343,0.1,36,4.1,23,2.5,11.7,1.38,0.01,18,0.28,245,0.45,8.7,10.5,59,0.47,0.1,1,35
C-337998,7358,MT,46.0439,-104.4673,Herbaceous Upland,4.37,3.2,545,0.05,48.4,4.5,13,2.5,3.5,1.18,0.01,15,0.37,191,0.33,9.4,9,60.6,0.44,0.1,1,35
C-311283,1672,MO,38.4806,-93.4578,Planted/Cultivated,3.52,10.4,510,0.2,76.2,12.2,40,2.5,13.6,2,0.02,15,0.22,747,1.05,11.1,29.8,58.7,1.32,0.5,1,35
C-311141,12872,MO,36.6603,-91.2902,Planted/Cultivated,3.09,4.9,344,0.1,76.9,14.6,39,2.5,15.7,1.39,0.04,22,0.14,1700,0.68,14.4,24.7,51.1,0.59,0.4,1,35
C-322899,2331,NE,42.0685,-101.0396,Herbaceous Upland,5.04,2.7,767,0.2,45.1,4.4,10,2.5,7.8,1.2,0.01,16,0.46,389,0.32,7.5,17.6,74.5,0.45,0.3,1,35
C-326314,8744,OK,36.5885,-96.178,Planted/Cultivated,2.7,4.2,250,0.2,55.8,7.5,36,2.5,9.7,1.21,0.01,19,0.17,303,0.35,11.5,12.2,55.8,0.42,0.2,1,35
C-355131,6517,WI,44.5474,-88.3689,Planted/Cultivated,3.26,2.5,405,0.2,38.6,7,17,2.5,10.6,1.63,0.03,10,0.51,338,0.36,10.3,13.2,64.8,0.32,0.2,1,35
C-364325,10396,VA,37.2582,-78.657,Herbaceous Upland,3.4,1.7,276,0.05,81.9,1.7,8,2.5,17.7,0.93,0.02,5,0.05,159,1.6,3.3,19,66,0.18,0.2,1,35
C-357421,8988,TX,27.7701,-99.007,Shrubland,4.6,5,943,0.2,37.7,4.3,13,2.5,12.9,1.3,0.01,22,0.44,240,0.68,6.9,13.3,57.5,1.01,0.1,0.9,35
C-313232,10555,UT,40.4379,-109.8517,Shrubland,3.26,6.2,1850,0.5,55.6,5.1,15,2.5,10.8,1.27,0.02,22,0.79,731,1.07,13.7,12.1,58.3,0.48,0.1,0.9,35
C-352049,6252,NC,36.1431,-81.5613,Forested Upland,1.79,2.4,193,0.1,25.5,6.4,15,2.5,10.3,1.04,0.11,5,0.12,343,0.54,8.3,12.4,25.3,0.31,0.6,0.9,35
C-312418,12940,AR,34.0539,-94.0363,Planted/Cultivated,1.83,5.2,108,0.05,32.9,2.8,28,2.5,44,1.52,0.02,20,0.1,100,0.54,6.9,9.4,26.5,0.52,0.4,0.9,35
C-312868,3148,AR,33.2761,-91.4761,Planted/Cultivated,3.8,7.9,497,0.1,48.9,4.8,23,2.5,11,1.19,0.01,18,0.26,389,0.38,8.9,16.9,73.2,0.46,0.4,0.9,35
C-311165,12552,MO,39.0869,-91.0767,Planted/Cultivated,3.08,5.4,466,0.2,55.1,9.4,38,2.5,12.9,1.45,0.03,15,0.16,702,0.68,11,22.5,58,0.74,0.3,0.9,35
C-351851,8367,AZ,35.2804,-112.9266,Shrubland,2.94,5.1,288,0.3,35.9,5.5,41,2.5,13.2,1.37,0.03,17,0.56,240,0.31,18.1,10.2,38.8,0.57,0.2,0.9,35
C-357384,5132,TX,31.5858,-97.2923,Planted/Cultivated,1.64,6.3,113,0.3,40.8,3.9,13,2.5,9.2,1.13,0.02,10,0.2,288,0.65,8.2,11.6,24.4,0.55,0.2,0.9,35
C-343200,6135,CA,32.681,-115.884,Barren,5.17,2.9,743,0.2,60.4,5.3,12,2.5,10.6,1.58,0.005,16,1.05,281,0.64,8.2,10.1,40.8,0.27,0.2,0.9,35
C-323053,8987,NE,42.4883,-101.7103,Herbaceous Upland,2.89,7.3,887,0.3,26,3.9,14,2.5,7.9,2.16,0.06,11,0.27,451,0.6,6.9,12.1,48.6,0.48,0.7,0.8,35
C-312460,5640,AR,35.6682,-92.1279,Forested Upland,2.08,10.9,201,0.05,34.2,14.3,45,2.5,8.7,2.31,0.03,19,0.11,678,0.89,10,22.3,42.5,0.58,0.4,0.8,35
C-338373,9113,MN,45.4572,-94.2661,Planted/Cultivated,4.16,3.9,503,0.05,42.1,7.3,38,2.5,9.9,1.84,0.01,11,0.28,518,0.49,12.9,13.8,63.4,0.32,0.2,0.8,35
C-337611,10734,MT,45.7152,-113.34,Forested Upland,6.6,5.2,931,0.1,33.5,2.1,3,2.5,8.2,0.88,0.01,16,0.17,227,0.38,1.2,17.2,69.4,0.44,0.1,0.7,35
C-355081,312,WI,44.3508,-89.4237,Planted/Cultivated,2.2,2.6,355,0.1,24.1,4,14,2.5,8.1,1.11,0.02,7,0.18,586,0.38,6.4,12.4,43.3,0.3,0.1,0.7,35
C-338236,12341,MN,46.911,-93.0944,Forested Upland,3.91,2.1,509,0.1,19.9,1.8,19,2.5,4.5,0.62,0.06,7,0.17,245,0.5,5,18.9,43.5,0.26,0.3,0.7,35
C-318488,1467,WY,44.1073,-108.376,Herbaceous Upland,2.48,4.5,537,0.3,43.1,5.2,23,2.5,8.9,1.48,0.02,14,0.44,494,0.74,10.6,15.6,49,0.37,0.2,0.7,35
C-310096,984,KS,37.3292,-98.0587,Planted/Cultivated,3.46,3,595,0.2,38.5,3.1,19,2.5,9.1,0.88,0.02,12,0.2,246,0.39,5.7,16,68.3,0.34,0.2,0.7,35
C-337638,12414,MT,48.3387,-104.5728,Herbaceous Upland,3.66,9.3,562,0.3,39.4,6.2,30,2.5,10.1,1.64,0.02,15,0.94,337,0.56,16.1,9.4,42.5,0.72,0.4,0.6,35
C-338255,8409,MN,46.6144,-95.5896,Planted/Cultivated,4.62,2.4,503,0.1,25.2,7.2,22,2.5,5.4,1.32,0.01,9,0.25,566,0.32,12.3,11.2,47.5,0.21,0.2,0.6,35
