A_LabID,SiteID,StateID,Latitude,Longitude,LandCover,Al,As,Ba,Cd,Ce,Co,Cr,Cs,Cu,Fe,Hg,Li,Mg,Mn,Mo,Ni,Pb,Rb,Sb,Se,Sn,Zn
C-358548,7887,CA,35.205,-119.951,Herbaceous Upland,6.95,5.1,791,1.3,62,7.2,29,2.5,92.9,2.13,0.01,16,0.79,343,2.02,23.4,18.1,103,0.69,0.3,1.6,149
C-338278,6773,MN,47.3269,-91.6619,Forested Upland,3.2,3.9,615,1.1,26.8,8.5,41,2.5,20.5,2.74,0.15,11,0.41,1810,1.06,14.3,45,50.3,0.63,0.6,2,148
C-354255,13086,WA,48.0885,-121.2984,Forested Upland,6.6,6.6,1180,0.2,15.7,9.8,35,2.5,40.5,3.66,0.05,24,0.89,654,2.48,22.1,8.6,30.5,1.56,0.4,0.7,148
C-353299,7694,OR,45.6137,-118.0159,Forested Upland,6.97,3.1,990,0.3,42.5,16.7,28,2.5,21.8,4.38,0.07,21,0.72,1730,1.15,11.5,19.5,46.4,0.37,0.1,1.7,147
C-358592,11679,CA,40.206,-121.03,Forested Upland,8.61,5.2,432,0.1,36.7,29.6,68,2.5,117,6.11,0.04,17,0.65,2050,0.52,25.3,15.8,62.2,0.84,0.1,1.3,147
C-348832,5384,IL,39.5051,-90.1671,Herbaceous Upland,3.84,5.3,452,0.2,54,9.9,27,2.5,26.6,1.77,0.03,20,0.24,438,1.32,12.2,20.7,68.5,0.63,0.3,1.1,147
C-348931,13032,IA,41.7919,-92.6185,Planted/Cultivated,6.38,9.7,755,0.3,63.7,15.6,61,5,33.8,2.84,0.04,27,0.65,1170,1.26,26.1,25.9,80.1,1.06,0.5,2,146
C-310059,10648,KS,39.6105,-96.9758,Planted/Cultivated,5.47,9.1,627,0.9,68.1,10.4,45,2.5,18.4,2.18,0.03,24,0.52,450,1.16,17.8,33.8,89.4,0.99,0.5,1.7,146
C-300413,2913,NY,42.9672,-77.2031,Planted/Cultivated,4.61,5.9,442,0.7,51.5,8.5,33,2.5,19.5,2.19,0.06,30,0.55,842,0.5,17.8,18.7,76.9,0.33,0.7,1.3,146
C-358473,2551,CA,33.2079,-116.4908,Shrubland,9.14,1.9,1150,0.2,71.5,10.3,16,2.5,33,3.73,0.01,35,1.06,642,0.92,5.4,20.9,108,0.3,0.1,3.7,145
C-364471,12092,PA,40.9064,-79.2162,Planted/Cultivated,10.6,17.8,808,0.1,112,16.5,78,8,32,6.99,0.11,116,0.74,614,1.23,42.2,40.5,147,1,2,3.1,145
C-338270,5749,MN,47.962,-91.5696,Forested Upland,6.19,5.1,549,0.7,50.7,18.9,92,2.5,61.9,3.24,0.09,30,0.84,2880,1.69,50.6,16.4,76.3,0.56,1.1,1.2,145
C-338070,10942,MT,45.6407,-105.9789,Herbaceous Upland,1.34,2.2,411,0.7,11,2.9,13,2.5,9.6,0.7,0.19,4,0.23,2000,0.76,6.5,32.7,23.3,0.44,0.6,1,145
C-350909,4572,NC,36.4879,-81.4276,Forested Upland,9.08,3.6,662,0.1,94.9,32.1,95,2.5,54.9,6.59,0.05,22,0.92,1240,0.88,51.9,30.5,83.6,0.28,0.7,2.9,144
C-358606,9423,CA,37.936,-119.251,Forested Upland,5.59,16.4,399,1.1,46.1,3.4,11,7,38.8,1.42,0.02,32,0.31,457,3.76,8.1,42.1,131,1.52,0.3,2.9,144
C-348432,4622,OR,44.0468,-118.4077,Forested Upland,9.64,5.2,1120,0.4,51.7,19.3,49,2.5,46.1,4.46,0.05,32,0.55,3110,1.39,33.9,18.8,44.6,0.42,0.1,1.8,144
C-350912,5484,NC,35.222,-83.3136,Planted/Cultivated,6.08,2.6,582,0.2,140,15.6,50,2.5,52.5,3.49,0.04,12,0.41,777,0.83,20.4,21.9,64.5,0.24,0.6,1.8,144
C-350418,8508,KY,36.9868,-86.4251,Developed,5.33,9.7,419,0.4,99.4,19.7,67,2.5,24.1,3.38,0.07,88,0.26,2090,1.21,39.7,32.7,89.5,1.11,0.4,1.5,144
C-350399,5180,KY,36.5945,-88.283,Developed,3.39,9.4,512,0.5,70.4,12.6,40,2.5,13.9,1.8,0.05,18,0.2,1360,0.8,13.9,28.8,64.6,0.73,0.4,1.1,144
C-338389,10869,MN,47.1593,-91.5742,Forested Upland,5.79,5.1,495,0.4,40.2,17.5,73,2.5,41.3,4.55,0.05,32,1.01,1340,1.29,34,19.6,89.4,0.5,0.4,1.7,143
C-312485,6796,AR,34.1693,-93.627,Planted/Cultivated,2.8,7.5,138,0.05,33.6,1.7,39,2.5,40.2,1.78,0.03,14,0.13,63,0.91,12.1,13.7,41.4,0.43,0.6,1.3,143
C-353827,8520,TN,36.1772,-89.5008,Planted/Cultivated,7.93,10.3,689,0.7,78.1,12.8,60,9,29.2,3.89,0.06,45,0.88,759,1.25,35.7,31.6,106,1.14,0.6,2.3,142
C-300464,1185,NY,43.0937,-75.3974,Planted/Cultivated,5.58,20.7,332,0.2,66,18.5,51,2.5,51.4,5.76,0.05,58,0.91,2010,1,28,34.1,107,0.4,0.3,1.9,142
C-354191,3770,WA,46.6917,-121.0757,Forested Upland,8.05,2.3,488,0.2,38.2,15,24,2.5,29.9,3.56,0.02,20,0.95,1210,1.14,15.2,10.4,44.9,0.2,0.1,1.8,142
C-353280,6047,OR,42.6255,-122.0907,Forested Upland,11.4,4,620,0.1,39.5,34.3,115,2.5,58.1,7.14,0.04,22,1.04,2240,0.92,90.8,10.5,24.3,0.28,0.1,1.6,142
C-354240,11706,WA,47.231,-123.925,Developed,8.33,6,250,0.1,33.6,28.1,116,2.5,97.8,7.21,0.13,31,1.09,833,0.92,53.3,8,27.2,0.4,1.5,1.5,142
C-350923,8668,NC,36.3643,-81.6599,Planted/Cultivated,5.69,3.3,412,0.4,35,23.6,77,2.5,47.6,4.64,0.1,22,1.22,1760,0.88,35.4,20.2,46.1,0.33,0.7,1.4,142
C-354274,7866,WA,47.0336,-121.2299,Forested Upland,9.21,2.2,536,0.1,29,19.4,35,2.5,27.2,4.95,0.02,19,1.25,2070,0.97,22,9.2,29.2,0.21,0.1,1.1,142
C-355907,3103,CA,34.378,-118.403,Forested Upland,7.39,3.4,2080,0.3,107,13.7,26,2.5,23.1,8.96,0.04,7,1.24,2370,2.31,13.3,23.2,26.1,0.39,0.1,0.9,142
C-348673,1448,IL,41.9003,-87.7032,Planted/Cultivated,5.5,8.2,444,0.8,51.3,11.6,59,6,44.9,2.68,0.13,36,0.96,364,2.56,29.2,75.9,93,1.87,0.8,4.4,141
C-341234,3964,PA,40.026,-78.6582,Herbaceous Upland,4.81,14.4,353,0.3,52.9,12.6,49,5,29.8,3.81,0.09,47,0.32,326,3.77,23.7,44.6,79.5,1.28,0.6,2.8,141
C-319606,9435,CO,38.8651,-106.9132,Shrubland,6.49,7.1,542,1.6,59.6,8.8,47,7,22.9,2.63,0.01,40,0.62,575,2.71,19.8,24.7,117,0.82,0.6,1.8,141
C-320340,10351,NV,38.4116,-116.4396,Shrubland,6.27,28.1,1060,2.2,63.3,6.4,30,7,26.4,2.31,0.06,28,0.65,490,4.25,26.1,24.3,119,2.97,1.4,1.6,141
C-338719,10443,SD,44.9068,-100.4715,Planted/Cultivated,6.52,9,669,0.3,56.2,15.9,57,6,31.6,3.49,0.03,68,1.05,863,0.78,66.3,19.3,53.3,1.45,1.1,1.5,141
C-364454,2428,PA,40.3873,-80.0337,Planted/Cultivated,7.22,14.3,488,0.5,73,18.9,64,7,64.6,4.18,0.09,40,1.52,1310,2.17,40.2,41.1,128,1.02,0.7,2.9,140
C-314124,10040,LA,29.4288,-90.2901,Planted/Cultivated,6.63,9.6,708,1,67.6,12.4,78,7,33.7,3.54,0.07,45,0.91,1250,0.89,31.3,41.6,117,1.14,1,2.5,140
C-341248,6652,PA,41.717,-77.2885,Forested Upland,6.03,10.4,509,0.3,57,10.5,54,6,14.7,3.06,0.09,49,0.56,1140,0.65,20.3,28.6,96,0.6,0.6,2.5,140
C-353208,1978,OR,45.5447,-122.2481,Forested Upland,6.79,6.5,693,0.8,54.3,15.1,46,2.5,26.2,3.56,0.06,20,0.99,621,0.82,22,28.2,62.5,2.03,0.1,1.7,140
C-358625,11807,CA,37.491,-121.534,Herbaceous Upland,7.26,11.2,657,0.1,45.5,24.4,240,5,71.6,4.33,0.1,44,2.36,881,0.96,176,18.8,69.5,0.92,0.1,1.6,140
C-358585,11359,CA,41.63,-123.087,Forested Upland,7.13,1.3,369,0.2,25.2,40.5,367,2.5,93.1,6.14,0.02,23,4.85,1470,0.51,260,12.6,29.1,0.15,0.1,1.3,140
C-354160,302,WA,48.3869,-120.181,Shrubland,7.74,13.4,540,0.3,29,11.4,25,2.5,44.9,3.97,0.03,26,0.74,997,1.71,13.8,8.8,24.7,1.11,0.3,1.2,140
C-341259,8700,PA,41.4697,-75.3999,Herbaceous Upland,6.32,13.4,536,0.3,87.9,12.8,40,5,21.5,3.3,0.08,44,0.58,2420,0.56,16.4,43.3,83.7,0.66,0.5,2.6,139
C-355855,1999,CA,34.572,-119.258,Herbaceous Upland,9.67,11.1,685,0.2,96.1,21.6,47,15,56.1,5.45,0.04,69,1.25,835,1.35,29,38.7,164,1.53,0.7,2.5,139
C-348768,10408,IL,41.8348,-88.3703,Herbaceous Upland,4.68,8.5,608,0.8,59.2,13.3,49,2.5,19.7,2.1,0.06,24,0.47,1120,1.89,18,30.1,75,0.88,0.5,1.7,139
C-335220,5454,ID,48.1695,-116.5035,Forested Upland,6.98,5.7,1170,0.2,73.4,9,37,7,17.4,2.74,0.04,34,0.69,1220,0.65,25.3,18.8,72.2,0.6,0.1,1.6,139
C-350432,10412,KY,37.5477,-84.4306,Planted/Cultivated,4.54,19.2,402,0.3,73.4,25.2,68,2.5,103,4.29,0.06,26,0.36,1330,18.7,49.4,36.7,71.9,2.96,2.1,1.6,139
C-353252,8698,OR,43.5234,-123.2146,Forested Upland,7.76,8.9,453,0.05,46.1,35.3,129,6,89.4,6.12,0.05,74,1.37,2120,1.11,112,12.9,73.3,1.03,0.5,1.6,139
C-314228,12364,MS,33.1902,-90.8648,Developed,5.08,9,702,0.6,50.5,7.6,35,2.5,22.6,1.76,0.04,19,0.45,397,0.91,18.2,34.1,86,0.92,0.4,7.7,138
C-349955,3836,OH,39.7327,-82.1143,Forested Upland,4.21,10.1,409,0.3,61.3,12.9,40,2.5,20.2,2.13,0.18,27,0.27,498,1.68,15.2,71.5,60.5,0.99,0.6,4.9,138
C-350900,2156,NC,35.6129,-82.5344,Forested Upland,6.03,1.1,573,0.3,76.1,10.5,34,2.5,31.1,3.11,0.09,8,0.6,577,0.61,16.4,28.5,74.8,0.21,0.5,3.6,138
C-320795,11388,WV,39.0024,-81.5681,Herbaceous Upland,5.45,12.1,378,0.3,73.5,11.1,43,2.5,23.5,2.93,0.06,45,0.41,491,1.41,21.1,37.7,63.8,0.69,0.4,3.4,138
C-353191,250,OR,45.566,-121.5282,Forested Upland,9.03,1.1,631,0.2,64.6,46.9,29,2.5,32.4,10.2,0.01,13,0.83,1690,1.1,17.2,11.3,16.6,0.15,0.1,2.4,138
C-334796,1486,ID,44.6482,-113.5555,Forested Upland,4.75,7.7,867,1.5,47,9.6,34,2.5,19.6,2.16,0.1,23,0.49,2930,1.53,20.1,35.7,72.1,1.27,0.1,1.7,138
C-334789,1147,ID,44.0607,-112.9846,Forested Upland,4.76,13.8,497,0.9,49.4,6.4,76,6,13.3,2.16,0.03,53,0.9,421,0.64,27.7,20,81.6,0.75,0.2,1.5,138
C-358580,11151,CA,37.405,-120.125,Herbaceous Upland,7.43,5.3,298,0.2,37.2,31.9,98,2.5,44.3,8.44,0.03,14,1.37,1680,0.81,29.1,10.7,28.4,0.29,0.1,1.2,138
C-337583,10158,MT,44.6557,-112.7796,Forested Upland,2.38,12.2,273,2.4,32.6,4.1,65,2.5,18.1,1.13,0.03,18,0.96,1080,2.05,17.7,13.3,39.8,0.67,1.4,0.7,138
C-328979,9936,AL,33.0774,-85.5152,Developed,5.56,3.1,1040,0.2,133,20.1,67,2.5,43.8,4.25,0.05,9,0.65,687,0.66,29.1,27.7,47.5,0.59,0.4,3.8,137
C-350664,13212,VA,37.4479,-77.4066,Forested Upland,7.09,5.2,477,0.05,90.5,12.9,50,6,25.8,3.33,0.08,39,0.34,526,1.73,23.5,42.5,101,1.18,0.8,2.7,137
C-320712,11087,NV,39.345,-117.1345,Shrubland,6.4,29.4,1120,0.8,49.7,21.8,58,6,86.1,3.8,0.1,57,0.92,958,4.15,65.7,20.5,98.5,5.14,1.2,1.7,137
C-349953,3152,OH,41.2784,-82.3237,Forested Upland,5.38,10,450,0.8,57.4,11.4,43,5,21.1,2.71,0.08,32,0.54,1150,5.52,25.5,30.7,84.5,0.86,0.7,1.7,137
C-358542,7631,CA,36.7325,-120.3367,Herbaceous Upland,8.04,10.3,647,0.1,36.7,11.5,20,5,73.2,3.17,0.01,35,1.32,560,1.9,15.3,19.1,87.3,0.61,0.1,1.6,137
C-358645,13007,CA,35.6085,-118.9234,Herbaceous Upland,7.87,2.7,867,0.1,74.4,7.5,36,2.5,38.5,2.52,0.01,19,0.51,413,1.31,16.2,18.3,77.6,0.74,0.1,1.4,137
C-358557,8415,CA,41.467,-120.521,Herbaceous Upland,7.65,5.7,592,0.1,40.6,20.4,35,2.5,98,3.69,0.02,18,0.74,978,2.63,17.5,15.7,44.9,0.52,0.1,1.3,137
C-334784,635,ID,42.2106,-111.6711,Forested Upland,6.57,12,716,1,77.6,12.7,54,6,26.9,2.92,0.02,50,0.88,1050,1.09,23.8,31.3,117,0.86,0.1,2.4,136
C-319712,10747,CO,40.3302,-107.34,Shrubland,6.75,6.6,836,0.4,119,10.5,24,6,29.8,3.56,0.03,29,0.67,1430,1.3,11.4,24.1,85,0.77,0.2,2.3,136
C-354210,5774,WA,47.5049,-118.5572,Shrubland,7.35,3.5,678,0.2,64.6,19.5,27,2.5,23.4,5.52,0.01,20,1.29,1040,0.84,15.9,12.8,60.9,0.4,0.1,2.1,136
C-349974,6736,OH,41.4631,-83.2989,Planted/Cultivated,6.81,7.9,494,0.6,75.1,14.2,52,7,31.2,3.32,0.05,42,0.88,487,3.78,32,31,115,0.63,0.7,1.9,136
C-323336,6347,SD,44.0276,-100.1271,Planted/Cultivated,6.39,15.7,662,2.8,70.9,13.7,78,6,43.5,3.23,0.04,37,0.9,935,4.41,44.7,22.3,93.4,2.91,3.1,1.8,136
C-354232,10682,WA,46.6865,-123.1211,Planted/Cultivated,8.47,7.4,576,0.2,41.2,20.3,75,5,41.2,5.02,0.05,45,0.97,1690,0.72,34.8,12.6,60,0.58,0.5,1.4,136
C-338716,4299,SD,43.7226,-101.7259,Herbaceous Upland,4.46,23.3,1950,0.2,57.2,13.6,51,2.5,32.4,7.94,0.02,23,0.33,369,4.06,42.8,17.8,59.5,2.36,1.5,1.3,136
C-339122,13012,AZ,33.4773,-110.851,Shrubland,6.62,7.8,579,0.3,82.2,20.6,44,7,230,4.98,0.01,23,1.08,959,4.66,29.5,57.7,90.3,1.3,0.3,4.7,135
C-341226,2172,PA,40.9259,-78.2396,Developed,8.76,12.1,498,0.2,86.3,29.7,89,8,36.1,5.19,0.06,62,0.72,838,1.62,54.4,27.4,116,1.09,3.8,2.7,135
C-364470,10044,PA,42.2138,-79.8115,Forested Upland,5.37,14.6,397,0.3,58.6,14.3,37,2.5,23.1,2.92,0.1,39,0.42,740,3.48,18.2,45.7,88.2,0.71,0.9,2.6,135
C-353210,2062,OR,44.1688,-122.1525,Forested Upland,8.93,3.1,399,0.2,36.1,22.7,61,2.5,39.1,5.34,0.05,19,1.41,1080,0.59,30.7,27.8,22.5,0.48,0.1,2.1,135
C-353201,1038,OR,43.957,-122.755,Forested Upland,8.33,5.3,363,0.1,61.1,68.2,35,2.5,92.5,10.6,0.02,15,0.63,2730,0.83,12.3,9,16.2,0.38,0.1,1.6,135
C-355887,607,CA,38.9538,-121.7548,Planted/Cultivated,8.86,12.2,616,0.5,33.9,25,135,2.5,83.3,5.58,0.05,51,1.72,710,0.59,123,15.4,66.2,0.85,0.4,1.3,135
C-341256,8124,PA,40.4182,-75.2308,Planted/Cultivated,7.87,6.9,515,0.3,85.8,11.5,65,2.5,13.4,3.51,0.07,46,0.82,1120,0.73,30.7,33,73.3,1.05,0.6,5.5,134
C-314070,5836,LA,32.7945,-91.2951,Forested Upland,7.68,13.7,686,0.8,72.3,15.4,78,8,40.3,4.22,0.06,50,1.03,1130,1.43,35.2,31.4,127,1.14,1.1,2.8,134
C-337991,6254,MT,45.9287,-107.5929,Planted/Cultivated,4.87,7.7,516,0.4,53.1,6.6,29,2.5,14.4,1.79,0.02,23,1.18,383,0.81,13.6,21.7,72.8,0.91,0.1,1.8,134
C-348444,5646,OR,44.2103,-118.5048,Forested Upland,10.1,5,847,0.3,49.9,16.5,29,2.5,35.9,5.03,0.04,31,0.46,1160,1.16,18.9,15.1,40.8,0.3,0.1,1.7,134
C-350370,172,KY,37.1,-84.2233,Forested Upland,1.33,2.4,177,0.3,21,6.6,21,2.5,6.2,0.69,0.18,9,0.08,994,0.36,8.3,12.1,24.2,0.41,0.7,0.6,134
C-319532,7851,CO,38.9771,-105.008,Forested Upland,5.33,8.4,1070,1.1,101,8.2,19,2.5,13.4,2.23,0.08,24,0.4,2830,1.48,10,69.3,134,0.65,0.4,3.3,133
C-349963,4732,OH,40.6827,-80.7707,Forested Upland,7.11,6.6,570,0.5,98,16.2,60,6,23,3.54,0.06,53,0.63,1260,1.83,32.2,37.7,105,0.8,0.6,2.9,133
C-341242,5364,PA,40.141,-74.9731,Planted/Cultivated,7.6,3.1,496,0.2,82,19.4,72,2.5,72.1,5.8,0.03,46,0.92,820,0.72,31.6,50.6,68.1,0.68,0.4,2.8,133
C-319638,6363,CO,38.7136,-106.3109,Forested Upland,6.79,3.4,808,0.8,100,9,14,2.5,30.7,2.72,0.03,24,0.64,681,1.67,9.1,85.9,128,0.36,0.1,1.9,133
C-358588,11511,CA,34.218,-114.218,Barren,5.58,9.2,2190,0.2,84,10.4,27,2.5,56.9,2.96,0.01,17,0.62,802,1.03,17.2,36,116,1.55,0.1,1.8,133
C-355146,8565,WI,44.5057,-89.6967,Planted/Cultivated,2.76,3.1,449,0.3,53.7,7.9,19,2.5,16.5,1.49,0.04,11,0.31,596,1.01,8.8,35.1,65.1,0.51,0.1,1.8,133
C-354266,7214,WA,48.2143,-120.2065,Forested Upland,7.32,63.8,500,0.5,24.9,9.3,15,2.5,28.8,3.05,0.02,31,0.71,1020,1.18,10.2,10.7,33.8,2.83,0.1,1,133
C-359212,3460,TX,30.4677,-103.6758,Herbaceous Upland,8,7.6,563,0.4,156,10.2,29,6,55.2,3.72,0.03,36,0.49,1030,2.02,16.3,27.2,125,1.02,0.2,4,132
C-300425,12129,NY,42.8118,-76.1809,Planted/Cultivated,4.99,7.2,396,0.3,53.2,10.2,43,2.5,15,2.95,0.05,46,0.54,911,0.9,21.4,22.2,83.5,0.42,0.4,1.9,132
C-355953,5407,CA,35.427,-120.752,Forested Upland,7.76,11.7,602,0.2,48.9,20.8,501,6,58.4,4.48,0.05,51,1.07,770,1.14,83.4,20.7,89.5,0.93,0.3,1.8,132
C-335208,8335,ID,42.4635,-112.7289,Forested Upland,4.57,6.8,494,1.3,60.8,6.5,68,2.5,19.4,2.06,0.02,36,0.64,551,1.54,29.8,17.9,77.6,0.68,0.3,1.3,132
C-300489,9769,VT,44.9286,-72.2772,Planted/Cultivated,5.35,13.3,520,0.4,46.7,15.3,68,2.5,24.1,3.32,0.06,27,0.74,1440,3.25,35.3,27.9,66.4,0.49,0.4,3.3,131
C-314189,11532,MS,34.0736,-90.6605,Planted/Cultivated,8.19,15.9,738,1,83.4,26.2,69,10,34,4.56,0.06,50,0.88,3120,2.54,44.4,31.4,108,1.65,1.3,3.2,131
C-320430,1295,NV,41.5558,-118.4088,Shrubland,6.93,7.8,792,0.7,66,12.8,46,12,38.3,3.7,0.04,65,1.76,631,0.75,25.4,18.1,127,2.37,0.1,2.4,131
C-353753,3948,TN,35.9446,-83.9722,Forested Upland,5.62,31,234,0.3,88.4,12.4,47,2.5,30.7,3.06,0.15,50,0.3,823,2.1,42.9,78.2,45.8,1.06,0.7,2,131
C-337581,10062,MT,48.2915,-115.5857,Forested Upland,8.8,8.9,841,0.1,62.7,11.5,25,6,24.7,3.04,0.03,55,0.59,759,0.97,25,22.6,82.2,0.48,0.1,1.9,131
C-350376,1196,KY,37.5931,-84.8045,Developed,5.76,8.7,453,0.1,84,29.3,50,6,12.7,3.25,0.07,67,0.53,763,1.16,31.4,23.4,129,0.96,0.6,2.7,130
C-353279,5902,OR,45.8517,-116.9443,Forested Upland,8.5,3.7,974,0.2,56.8,20.1,23,5,28.6,5.54,0.03,26,0.55,1520,1.62,16,14.6,61.8,0.46,0.1,2.1,130
C-349978,7184,OH,41.0347,-81.6154,Developed,3.67,24.9,297,0.2,51.8,9.1,31,2.5,24.4,3.13,0.05,23,0.32,548,3.12,23.2,37.3,50.7,1.03,0.6,1.4,130
C-341260,9340,PA,40.628,-79.0956,Planted/Cultivated,5.14,14.4,465,0.7,66.5,15.5,56,2.5,16.2,2.67,0.14,39,0.35,2570,2.52,22.2,54.5,73,0.95,1.2,2.7,129
C-300428,809,VT,44.5668,-73.0246,Planted/Cultivated,7.96,8.1,731,0.2,58.5,18.1,81,2.5,18.3,4.45,0.05,51,1.23,770,0.77,37.3,23.6,119,0.33,0.3,2.6,129
C-353292,7098,OR,45.0781,-123.4364,Planted/Cultivated,7.34,5.4,352,0.2,44.1,38.1,131,2.5,112,8.12,0.03,25,2.08,1150,0.87,58.2,9.7,39.7,0.38,0.4,2.3,129
C-353199,954,OR,46.1254,-123.4681,Forested Upland,7.75,3.7,298,0.05,58.9,36.1,55,2.5,37.2,11.1,0.3,14,0.59,1260,1.78,17.2,9,18.4,0.28,2.5,2,129
C-309885,6104,KS,37.7966,-97.3198,Herbaceous Upland,4.36,4.8,642,0.6,48.5,6.1,30,2.5,11.9,1.41,0.02,19,0.36,294,0.57,11.4,30.4,76.4,1.68,0.1,1.6,129
C-337555,7086,MT,44.4534,-112.9171,Shrubland,4.94,6.7,782,0.9,60.2,9.5,70,5,28.6,2.28,0.03,17,0.69,627,2.92,27.6,21.7,90.4,0.86,0.4,1.1,129
C-354721,8016,MI,42.1042,-84.4093,Herbaceous Upland,2.89,4.2,378,0.4,29.1,4.6,22,2.5,8.5,1.61,0.02,11,0.25,825,0.93,11.2,15.8,44.4,0.31,0.2,0.8,129
C-355924,3887,CA,35.091,-115.096,Shrubland,8.88,4.5,1260,0.05,278,15.5,51,2.5,33.2,5.68,0.04,26,1.14,768,0.67,22.3,36.5,140,0.22,0.1,3.6,128
C-351839,5844,AZ,33.5604,-110.6783,Forested Upland,8.86,2.6,233,0.1,26.3,61.5,81,6,63.9,10.5,0.01,20,2.46,1390,0.72,68.5,14.1,23,0.24,0.1,3.5,128
C-320954,6388,NJ,40.5547,-74.6177,Forested Upland,3.55,44.5,377,0.7,43.8,10.5,37,2.5,33.3,2.78,0.22,22,0.37,1810,1.17,17.8,325,48.6,2.08,0.8,2.9,128
C-341238,4348,PA,39.9869,-75.3877,Planted/Cultivated,8.82,1.5,546,0.2,101,24.6,160,2.5,46.1,3.95,0.02,47,1.13,1600,2.86,86.3,30.7,108,0.21,0.5,2,128
C-354204,5342,WA,48.436,-117.195,Forested Upland,11.6,6.8,962,0.3,57.9,8.4,22,6,39,3.53,0.06,42,0.74,1290,1.13,18.5,14.6,61.1,0.61,0.2,1.9,128
C-349991,9232,OH,41.1465,-83.8596,Planted/Cultivated,6.4,7.9,478,0.5,62.7,9.8,46,2.5,35.1,2.86,0.05,34,0.84,327,3.78,28.9,26.6,74.9,0.51,0.7,1.8,128
C-318568,1403,WY,43.1794,-110.517,Forested Upland,6.03,6.8,430,0.7,62.4,12.9,51,6,34.5,3.25,0.03,50,1.19,988,1.17,23.4,25.8,110,0.71,0.3,1.8,128
C-348822,10996,IL,38.5833,-89.5635,Planted/Cultivated,4.07,7.8,626,0.3,48.9,6.4,42,2.5,22.7,2,0.04,19,0.41,788,1.1,14.1,39.8,62,0.74,0.7,1.6,128
C-358570,10543,CA,35.271,-116.294,Herbaceous Upland,7.61,2.6,820,0.05,60.2,6.1,10,2.5,67.1,2.04,0.01,14,0.51,441,0.85,7.1,33.4,103,0.53,0.1,1.5,128
C-320330,3983,NV,38.3329,-118.0455,Shrubland,7.18,28.1,1140,0.7,58,12.8,56,7,85.4,3.49,0.04,38,1.27,1040,1.98,18.8,40.1,89.4,6.48,0.8,1.5,128
C-353293,7162,OR,42.8151,-122.1033,Forested Upland,8.41,3.2,329,0.05,27.4,38.1,65,2.5,38.6,9.94,0.03,12,2.69,1060,0.82,55.9,6.5,19.9,0.24,0.1,1.3,128
C-318474,6779,WY,44.4336,-110.7349,Forested Upland,6.04,7.3,592,0.4,81.6,6.4,31,9,10.8,2.22,0.03,38,0.4,3330,2.85,9.2,26.7,151,0.7,0.1,3.3,127
C-353263,9998,OR,45.8288,-117.5455,Forested Upland,9.2,3.8,1580,0.3,68.5,18.8,27,2.5,26.3,7.02,0.02,26,0.64,2600,1.68,13,16.4,62.2,0.71,0.1,2.2,127
C-353192,270,OR,44.5394,-122.8913,Developed,8.52,6.3,439,0.2,38.9,23.3,59,2.5,41.5,5.64,0.05,19,1.48,1060,0.8,29.8,17.7,28.5,0.76,0.1,2.1,127
C-335485,3246,MT,48.8805,-111.8966,Barren,8.23,10.9,437,0.3,69.2,10.1,72,9,21.9,2.94,0.04,80,1.76,156,1.03,35.1,114,144,0.7,0.4,2.1,127
C-348950,536,IA,41.6022,-95.9683,Planted/Cultivated,7.28,11.1,816,0.5,58.9,12.8,58,7,30.4,2.99,0.04,33,0.87,804,1.07,29.1,26.1,90.3,1.15,0.9,2,127
C-309931,10712,KS,39.8741,-97.6329,Planted/Cultivated,6.18,7.6,725,0.4,67.7,9.6,50,2.5,22.8,2.3,0.02,27,0.58,460,1.15,22.1,25.8,95.2,0.88,0.3,1.9,127
C-348642,8104,IL,40.3221,-91.2,Planted/Cultivated,4.23,6.3,556,0.3,54.8,7.5,36,2.5,20.5,1.63,0.05,18,0.38,594,0.75,13.9,25.8,70.1,0.7,0.4,1.8,127
C-358636,12511,CA,41.811,-121.11,Herbaceous Upland,9.62,2.3,387,0.2,47.7,27.6,71,2.5,45.4,4.16,0.01,25,1.04,1090,1.41,42.4,13.7,43.4,0.63,0.1,1.7,127
C-348934,5864,IA,41.4439,-91.9454,Planted/Cultivated,5.78,8.8,657,0.3,63,14,51,2.5,30.4,2.63,0.03,26,0.59,1060,1.13,23.9,37.6,71.1,1.04,0.4,1.7,127
C-319615,2603,CO,37.4467,-107.7396,Forested Upland,4.79,4.9,437,0.7,55.6,9.4,49,2.5,28.1,2.42,0.03,37,0.88,618,1.53,21.5,22.1,81.5,0.46,0.3,1.7,127
C-319642,8091,CO,39.676,-107.5349,Shrubland,4.98,11.5,528,0.9,64.1,9.3,43,2.5,22.1,2.59,0.04,37,0.69,1240,3,21.4,29.4,87.6,0.62,0.4,1.5,127
C-314053,3640,LA,29.7221,-92.7714,Planted/Cultivated,4.54,6.9,468,0.2,65.5,9.6,37,2.5,15.7,1.92,0.05,22,0.48,1050,1.1,22.2,20.8,92.1,0.5,0.3,1.5,127
C-354180,2702,WA,48.1253,-118.232,Forested Upland,8.06,7.2,1280,0.4,84,16.1,68,7,34.9,3.86,0.01,35,1.42,793,1.36,46.2,22.9,96.9,1.4,0.4,2.2,126
