"DIVISION_NAME","DISTRICT_NAME","UPAZILA_NAME","POVERTY_PERCENT","DIVISION_NAME 2","DIVISION_PCODE","DISTRICT_NAME 2","DISTRICT_PCODE","UPAZILA_NMAE","UPAZILA_PCODE","ADM3_PCODE"
"Dhaka","Kishoreganj","Itna",34.9,"Dhaka","BD30","Kishoreganj","BD3048","Itna","BD304833","BD304833"
"Dhaka","Kishoreganj","Karimganj",27.1,"Dhaka","BD30","Kishoreganj","BD3048","Karimganj","BD304842","BD304842"
"Dhaka","Kishoreganj","Katiadi",31.6,"Dhaka","BD30","Kishoreganj","BD3048","Katiadi","BD304845","BD304845"
"Dhaka","Kishoreganj","Kishoreganj Sadar",27.6,"Dhaka","BD30","Kishoreganj","BD3048","Kishoreganj Sadar","BD304849","BD304849"
"Dhaka","Kishoreganj","Kuliar Char",32.7,"Dhaka","BD30","Kishoreganj","BD3048","Kuliar Char","BD304854","BD304854"
"Dhaka","Kishoreganj","Mithamain",35.2,"Dhaka","BD30","Kishoreganj","BD3048","Mithamain","BD304859","BD304859"
"Dhaka","Kishoreganj","Nikli",30,"Dhaka","BD30","Kishoreganj","BD3048","Nikli","BD304876","BD304876"
"Dhaka","Kishoreganj","Pakundia",26.1,"Dhaka","BD30","Kishoreganj","BD3048","Pakundia","BD304879","BD304879"
"Dhaka","Kishoreganj","Tarail",26.1,"Dhaka","BD30","Kishoreganj","BD3048","Tarail","BD304892","BD304892"
"Rangpur","Kurigram","Bhurungamari",65.1,"Rangpur","BD55","Kurigram","BD5549","Bhurungamari","BD554906","BD554906"
"Rangpur","Kurigram","Char Rajibpur",68.8,"Rangpur","BD55","Kurigram","BD5549","Char Rajibpur","BD554908","BD554908"
"Rangpur","Kurigram","Chilmari",61.1,"Rangpur","BD55","Kurigram","BD5549","Chilmari","BD554909","BD554909"
"Rangpur","Kurigram","Kurigram Sadar",58,"Rangpur","BD55","Kurigram","BD5549","Kurigram Sadar","BD554952","BD554952"
"Rangpur","Kurigram","Nageshwari",65,"Rangpur","BD55","Kurigram","BD5549","Nageshwari","BD554961","BD554961"
"Rangpur","Kurigram","Phulbari",68.5,"Rangpur","BD55","Kurigram","BD5549","Phulbari","BD554918","BD554918"
"Rangpur","Kurigram","Rajarhat",67.7,"Rangpur","BD55","Kurigram","BD5549","Rajarhat","BD554977","BD554977"
"Rangpur","Kurigram","Raumari",57,"Rangpur","BD55","Kurigram","BD5549","Raumari","BD554979","BD554979"
"Rangpur","Kurigram","Ulipur",65.3,"Rangpur","BD55","Kurigram","BD5549","Ulipur","BD554994","BD554994"
"Khulna","Kushtia","Bheramara",3.4,"Khulna","BD40","Kushtia","BD4050","Bheramara","BD405015","BD405015"
"Khulna","Kushtia","Daulatpur",4,"Khulna","BD40","Kushtia","BD4050","Daulatpur","BD305610","BD305610"
"Khulna","Kushtia","Khoksa",4.7,"Khulna","BD40","Kushtia","BD4050","Khoksa","BD405063","BD405063"
"Khulna","Kushtia","Kumarkhali",4,"Khulna","BD40","Kushtia","BD4050","Kumarkhali","BD405071","BD405071"
"Khulna","Kushtia","Kushtia Sadar",3,"Khulna","BD40","Kushtia","BD4050","Kushtia Sadar","BD405079","BD405079"
"Khulna","Kushtia","Mirpur",3.3,"Khulna","BD40","Kushtia","BD4050","Mirpur","BD302648","BD302648"
"Chittagong","Lakshmipur","Kamalnagar",18.7,"Chittagong","BD20","Lakshmipur","BD2051","Kamalnagar","BD205133","BD205133"
"Chittagong","Lakshmipur","Lakshmipur Sadar",45.6,"Chittagong","BD20","Lakshmipur","BD2051","Lakshmipur Sadar","BD205143","BD205143"
"Chittagong","Lakshmipur","Ramganj",21.4,"Chittagong","BD20","Lakshmipur","BD2051","Ramganj","BD205165","BD205165"
"Chittagong","Lakshmipur","Ramgati",30.4,"Chittagong","BD20","Lakshmipur","BD2051","Ramgati","BD205173","BD205173"
"Chittagong","Lakshmipur","Roypur",16.7,"Chittagong","BD20","Lakshmipur","BD2051","Roypur","BD205158","BD205158"
"Rangpur","Lalmonirhat","Aditmari",36,"Rangpur","BD55","Lalmonirhat","BD5552","Aditmari","BD555202","BD555202"
"Rangpur","Lalmonirhat","Hatibandha",38.1,"Rangpur","BD55","Lalmonirhat","BD5552","Hatibandha","BD555233","BD555233"
"Rangpur","Lalmonirhat","Kaliganj",35.3,"Rangpur","BD55","Lalmonirhat","BD5552","Kaliganj","BD303334","BD303334"
"Rangpur","Lalmonirhat","Lalmonirhat Sadar",31.3,"Rangpur","BD55","Lalmonirhat","BD5552","Lalmonirhat Sadar","BD555255","BD555255"
"Rangpur","Lalmonirhat","Patgram",33.3,"Rangpur","BD55","Lalmonirhat","BD5552","Patgram","BD555270","BD555270"
"Dhaka","Madaripur","Kalkini",33.2,"Dhaka","BD30","Madaripur","BD3054","Kalkini","BD305440","BD305440"
"Dhaka","Madaripur","Madaripur Sadar",35,"Dhaka","BD30","Madaripur","BD3054","Madaripur Sadar","BD305454","BD305454"
"Dhaka","Madaripur","Rajoir",31.4,"Dhaka","BD30","Madaripur","BD3054","Rajoir","BD305480","BD305480"
"Dhaka","Madaripur","Shib Char",38.8,"Dhaka","BD30","Madaripur","BD3054","Shib Char","BD305487","BD305487"
"Khulna","Magura","Magura Sadar",43,"Khulna","BD40","Magura","BD4055","Magura Sadar","BD405557","BD405557"
"Khulna","Magura","Mohammadpur",50.8,"Khulna","BD40","Magura","BD4055","Mohammadpur","BD302650","BD302650"
"Khulna","Magura","Shalikha",44.2,"Khulna","BD40","Magura","BD4055","Shalikha","BD405585","BD405585"
"Khulna","Magura","Sreepur",45,"Khulna","BD40","Magura","BD4055","Sreepur","BD303386","BD303386"
"Dhaka","Manikganj","Daulatpur",29.4,"Dhaka","BD30","Manikganj","BD3056","Daulatpur","BD305610","BD305610"
"Dhaka","Manikganj","Ghior",13.7,"Dhaka","BD30","Manikganj","BD3056","Ghior","BD305622","BD305622"
"Dhaka","Manikganj","Harirampur",18.1,"Dhaka","BD30","Manikganj","BD3056","Harirampur","BD305628","BD305628"
"Dhaka","Manikganj","Manikganj Sadar",18.7,"Dhaka","BD30","Manikganj","BD3056","Manikganj Sadar","BD305646","BD305646"
"Dhaka","Manikganj","Saturia",15,"Dhaka","BD30","Manikganj","BD3056","Saturia","BD305670","BD305670"
"Dhaka","Manikganj","Shibalaya",15.8,"Dhaka","BD30","Manikganj","BD3056","Shibalaya","BD305678","BD305678"
"Dhaka","Manikganj","Singair",18.1,"Dhaka","BD30","Manikganj","BD3056","Singair","BD305682","BD305682"
"Sylhet","Maulvibazar","Barlekha",25.7,"Sylhet","BD60","Maulvibazar","BD6058","Barlekha","BD605814","BD605814"
"Sylhet","Maulvibazar","Juri",36.3,"Sylhet","BD60","Maulvibazar","BD6058","Juri","BD605835","BD605835"
"Sylhet","Maulvibazar","Kamalganj",26.7,"Sylhet","BD60","Maulvibazar","BD6058","Kamalganj","BD605856","BD605856"
"Sylhet","Maulvibazar","Kulaura",28.1,"Sylhet","BD60","Maulvibazar","BD6058","Kulaura","BD605865","BD605865"
"Sylhet","Maulvibazar","Maulvibazar Sadar",16.7,"Sylhet","BD60","Maulvibazar","BD6058","Maulvi Bazar Sadar","","BD605874"
"Sylhet","Maulvibazar","Rajnagar",22.3,"Sylhet","BD60","Maulvibazar","BD6058","Rajnagar","BD605880","BD605880"
"Sylhet","Maulvibazar","Sreemangal",29.3,"Sylhet","BD60","Maulvibazar","BD6058","Sreemangal","BD605883","BD605883"
"Khulna","Meherpur","Gangni",15.8,"Khulna","BD40","Meherpur","BD4057","Gangni","BD405747","BD405747"
"Khulna","Meherpur","Meherpur Sadar",15.1,"Khulna","BD40","Meherpur","BD4057","Meherpur Sadar","BD405787","BD405787"
"Khulna","Meherpur","Mujib Nagar",13.6,"Khulna","BD40","Meherpur","BD4057","Mujib Nagar","BD405760","BD405760"
"Dhaka","Munshiganj","Gazaria",26.8,"Dhaka","BD30","Munshiganj","BD3059","Gazaria","BD305924","BD305924"
"Dhaka","Munshiganj","Lohajang",33.6,"Dhaka","BD30","Munshiganj","BD3059","Lohajang","BD305944","BD305944"
"Dhaka","Munshiganj","Munshiganj Sadar",30.8,"Dhaka","BD30","Munshiganj","BD3059","Munshiganj Sadar","BD305956","BD305956"
"Dhaka","Munshiganj","Serajdikhan",28.8,"Dhaka","BD30","Munshiganj","BD3059","Serajdikhan","BD305974","BD305974"
"Dhaka","Munshiganj","Sreenagar",26.3,"Dhaka","BD30","Munshiganj","BD3059","Sreenagar","BD305984","BD305984"
"Dhaka","Munshiganj","Tongibari",25.1,"Dhaka","BD30","Munshiganj","BD3059","Tongibari","BD305994","BD305994"
"Dhaka","Mymensingh","Bhaluka",31.1,"Dhaka","BD30","Mymensingh","BD4561","Bhaluka","BD456113","BD456113"
"Dhaka","Mymensingh","Dhobaura",58.2,"Dhaka","BD30","Mymensingh","BD4561","Dhobaura","BD456116","BD456116"
"Dhaka","Mymensingh","Fulbaria",52.6,"Dhaka","BD30","Mymensingh","BD4561","Fulbaria","BD456120","BD456120"
"Dhaka","Mymensingh","Gaffargaon",43.9,"Dhaka","BD30","Mymensingh","BD4561","Gaffargaon","BD456122","BD456122"
"Dhaka","Mymensingh","Gauripur",50.6,"Dhaka","BD30","Mymensingh","BD4561","Gauripur","BD456123","BD456123"
"Dhaka","Mymensingh","Haluaghat",50.3,"Dhaka","BD30","Mymensingh","BD4561","Haluaghat","BD456124","BD456124"
"Dhaka","Mymensingh","Ishwarganj",56,"Dhaka","BD30","Mymensingh","BD4561","Ishwarganj","BD456131","BD456131"
"Dhaka","Mymensingh","Muktagachha",43.3,"Dhaka","BD30","Mymensingh","BD4561","Muktagachha","BD456165","BD456165"
"Dhaka","Mymensingh","Mymensingh Sadar",52.3,"Dhaka","BD30","Mymensingh","BD4561","Mymensingh Sadar","BD456152","BD456152"
"Dhaka","Mymensingh","Nandail",60.7,"Dhaka","BD30","Mymensingh","BD4561","Nandail","BD456172","BD456172"
"Dhaka","Mymensingh","Phulpur",58.8,"Dhaka","BD30","Mymensingh","BD4561","Phulpur","BD456181","BD456181"
"Dhaka","Mymensingh","Trishal",47.8,"Dhaka","BD30","Mymensingh","BD4561","Trishal","BD456194","BD456194"
"Rajshahi","Naogaon","Atrai",13.5,"Rajshahi","BD50","Naogaon","BD5064","Atrai","BD506403","BD506403"
"Rajshahi","Naogaon","Badalgachhi",15,"Rajshahi","BD50","Naogaon","BD5064","Badalgachhi","BD506406","BD506406"
"Rajshahi","Naogaon","Dhamoirhat",17.9,"Rajshahi","BD50","Naogaon","BD5064","Dhamoirhat","BD506428","BD506428"
"Rajshahi","Naogaon","Mahadebpur",15.6,"Rajshahi","BD50","Naogaon","BD5064","Mahadebpur","BD506450","BD506450"
"Rajshahi","Naogaon","Manda",14.7,"Rajshahi","BD50","Naogaon","BD5064","Manda","BD506447","BD506447"
"Rajshahi","Naogaon","Naogaon Sadar",17.4,"Rajshahi","BD50","Naogaon","BD5064","Naogaon Sadar","BD506460","BD506460"
"Rajshahi","Naogaon","Niamatpur",19.4,"Rajshahi","BD50","Naogaon","BD5064","Niamatpur","BD506469","BD506469"
"Rajshahi","Naogaon","Patnitala",18.6,"Rajshahi","BD50","Naogaon","BD5064","Patnitala","BD506475","BD506475"
"Rajshahi","Naogaon","Porsha",21.7,"Rajshahi","BD50","Naogaon","BD5064","Porsha","BD506479","BD506479"
"Rajshahi","Naogaon","Raninagar",13.3,"Rajshahi","BD50","Naogaon","BD5064","Raninagar","BD506485","BD506485"
"Rajshahi","Naogaon","Sapahar",21.4,"Rajshahi","BD50","Naogaon","BD5064","Sapahar","BD506486","BD506486"
"Khulna","Narail","Kalia",23.3,"Khulna","BD40","Narail","BD4065","Kalia","BD406528","BD406528"
"Khulna","Narail","Lohagara",19.9,"Khulna","BD40","Narail","BD4065","Lohagara","BD201547","BD201547"
"Khulna","Narail","Narail Sadar",17.3,"Khulna","BD40","Narail","BD4065","Narail Sadar","BD406576","BD406576"
"Dhaka","Narayanganj","Araihazar",34.4,"Dhaka","BD30","Narayanganj","BD3067","Araihazar","BD306702","BD306702"
"Dhaka","Narayanganj","Bandar",20.9,"Dhaka","BD30","Narayanganj","BD3067","Bandar","BD306706","BD306706"
"Dhaka","Narayanganj","Narayanganj Sadar",27.9,"Dhaka","BD30","Narayanganj","BD3067","Narayanganj Sadar","BD306758","BD306758"
"Dhaka","Narayanganj","Rupganj",22.5,"Dhaka","BD30","Narayanganj","BD3067","Rupganj","BD306768","BD306768"
"Dhaka","Narayanganj","Sonargaon",21.3,"Dhaka","BD30","Narayanganj","BD3067","Sonargaon","BD306704","BD306704"
"Dhaka","Narsingdi","Belabo",21.9,"Dhaka","BD30","Narsingdi","BD3068","Belabo","BD306807","BD306807"
"Dhaka","Narsingdi","Manohardi",22.7,"Dhaka","BD30","Narsingdi","BD3068","Manohardi","BD306852","BD306852"
"Dhaka","Narsingdi","Narsingdi Sadar",22.8,"Dhaka","BD30","Narsingdi","BD3068","Narsingdi Sadar","BD306860","BD306860"
"Dhaka","Narsingdi","Palash",22.2,"Dhaka","BD30","Narsingdi","BD3068","Palash","BD306863","BD306863"
"Dhaka","Narsingdi","Roypura",29.4,"Dhaka","BD30","Narsingdi","BD3068","Roypura","BD306864","BD306864"
"Dhaka","Narsingdi","Shibpur",18.9,"Dhaka","BD30","Narsingdi","BD3068","Shibpur","BD306876","BD306876"
"Rajshahi","Natore","Bagatipara",31.6,"Rajshahi","BD50","Natore","BD5069","Bagati Para","Bagati Para","BD506909"
"Rajshahi","Natore","Baraigram",36.1,"Rajshahi","BD50","Natore","BD5069","Baraigram","BD506915","BD506915"
"Rajshahi","Natore","Gurudaspur",37,"Rajshahi","BD50","Natore","BD5069","Gurudaspur","BD506941","BD506941"
"Rajshahi","Natore","Lalpur",35.7,"Rajshahi","BD50","Natore","BD5069","Lalpur","BD506944","BD506944"
"Rajshahi","Natore","Natore Sadar",31.8,"Rajshahi","BD50","Natore","BD5069","Natore Sadar","BD506963","BD506963"
"Rajshahi","Natore","Singra",37.8,"Rajshahi","BD50","Natore","BD5069","Singra","BD506991","BD506991"
"Dhaka","Netrakona","Atpara",31.6,"Dhaka","BD30","Netrakona","BD4572","Atpara","BD457204","BD457204"
"Dhaka","Netrakona","Barhatta",35.2,"Dhaka","BD30","Netrakona","BD4572","Barhatta","BD457209","BD457209"
"Dhaka","Netrakona","Durgapur",30.2,"Dhaka","BD30","Netrakona","BD4572","Durgapur","BD457218","BD457218"
"Dhaka","Netrakona","Kalmakanda",37.6,"Dhaka","BD30","Netrakona","BD4572","Kalmakanda","BD457240","BD457240"
"Dhaka","Netrakona","Kendua",40.9,"Dhaka","BD30","Netrakona","BD4572","Kendua","BD457247","BD457247"
"Dhaka","Netrakona","Khaliajuri",37.2,"Dhaka","BD30","Netrakona","BD4572","Khaliajuri","BD457238","BD457238"
"Dhaka","Netrakona","Madan",41.6,"Dhaka","BD30","Netrakona","BD4572","Madan","BD457256","BD457256"
"Dhaka","Netrakona","Mohanganj",34.3,"Dhaka","BD30","Netrakona","BD4572","Mohanganj","BD457263","BD457263"
"Dhaka","Netrakona","Netrokona Sadar",30.8,"Dhaka","BD30","Netrakona","BD4572","Netrokona Sadar","BD457274","BD457274"
"Dhaka","Netrakona","Purbadhala",35.4,"Dhaka","BD30","Netrakona","BD4572","Purbadhala","BD457283","BD457283"
"Rangpur","Nilphamari","Dimla",35.2,"Rangpur","BD55","Nilphamari","BD5573","Dimla","BD557312","BD557312"
"Rangpur","Nilphamari","Domar",31.3,"Rangpur","BD55","Nilphamari","BD5573","Domar","BD557315","BD557315"
"Rangpur","Nilphamari","Jaldhaka",43.5,"Rangpur","BD55","Nilphamari","BD5573","Jaldhaka","BD557336","BD557336"
"Rangpur","Nilphamari","Kishoreganj",30.9,"Rangpur","BD55","Nilphamari","BD5573","Kishoreganj","BD557345","BD557345"
"Rangpur","Nilphamari","Nilphamari Sadar",36.4,"Rangpur","BD55","Nilphamari","BD5573","Nilphamari Sadar","BD557364","BD557364"
"Rangpur","Nilphamari","Saidpur",27.7,"Rangpur","BD55","Nilphamari","BD5573","Saidpur","BD557385","BD557385"
"Chittagong","Noakhali","Begumganj",5.9,"Chittagong","BD20","Noakhali","BD2075","Begumganj","BD207507","BD207507"
"Chittagong","Noakhali","Chatkhil",4.8,"Chittagong","BD20","Noakhali","BD2075","Chatkhil","BD207510","BD207510"
"Chittagong","Noakhali","Companiganj",7.6,"Chittagong","BD20","Noakhali","BD2075","Companiganj","BD207521","BD207521"
"Chittagong","Noakhali","Hatiya",16,"Chittagong","BD20","Noakhali","BD2075","Hatiya","BD207536","BD207536"
"Chittagong","Noakhali","Kabirhat",12.4,"Chittagong","BD20","Noakhali","BD2075","Kabirhat","BD207547","BD207547"
"Chittagong","Noakhali","Noakhali Sadar",10.2,"Chittagong","BD20","Noakhali","BD2075","Senbagh","Senbagh","BD207580"
"Chittagong","Noakhali","Senbagh",5.4,"Chittagong","BD20","Noakhali","BD2075","Senbagh","BD207580","BD207580"
"Chittagong","Noakhali","Sonaimuri",5,"Chittagong","BD20","Noakhali","BD2075","Sonaimuri","BD207583","BD207583"
"Chittagong","Noakhali","Subarnachar",18.7,"Chittagong","BD20","Noakhali","BD2075","Subarnachar","BD207585","BD207585"
"Rajshahi","Pabna","Atgharia",31.2,"Rajshahi","BD50","Pabna","BD5076","Atgharia","BD507605","BD507605"
"Rajshahi","Pabna","Bera",39.4,"Rajshahi","BD50","Pabna","BD5076","Bera","BD507616","BD507616"
"Rajshahi","Pabna","Bhangura",33.5,"Rajshahi","BD50","Pabna","BD5076","Bhangura","BD507619","BD507619"
"Rajshahi","Pabna","Chatmohar",31.4,"Rajshahi","BD50","Pabna","BD5076","Chatmohar","BD507622","BD507622"
"Rajshahi","Pabna","Faridpur",31.5,"Rajshahi","BD50","Pabna","BD5076","Faridpur","BD507633","BD507633"
"Rajshahi","Pabna","Ishwardi",26.2,"Rajshahi","BD50","Pabna","BD5076","Ishwardi","BD507639","BD507639"
"Rajshahi","Pabna","Pabna Sadar",27.8,"Rajshahi","BD50","Pabna","BD5076","Pabna Sadar","BD507655","BD507655"
"Rajshahi","Pabna","Santhia",33.1,"Rajshahi","BD50","Pabna","BD5076","Santhia","BD507672","BD507672"
"Rajshahi","Pabna","Sujanagar",35.4,"Rajshahi","BD50","Pabna","BD5076","Sujanagar","BD507683","BD507683"
"Rangpur","Panchagarh","Atwari",24.1,"Rangpur","BD55","Panchagarh","BD5577","Atwari","BD557704","BD557704"
"Rangpur","Panchagarh","Boda",26.6,"Rangpur","BD55","Panchagarh","BD5577","Boda","BD557725","BD557725"
"Rangpur","Panchagarh","Debiganj",34.2,"Rangpur","BD55","Panchagarh","BD5577","Debiganj","BD557734","BD557734"
"Rangpur","Panchagarh","Panchagarh Sadar",24.2,"Rangpur","BD55","Panchagarh","BD5577","Panchagarh Sadar","BD557773","BD557773"
"Rangpur","Panchagarh","Tentulia",21.5,"Rangpur","BD55","Panchagarh","BD5577","Tentulia","BD557790","BD557790"
"Barisal","Patuakhali","Bauphal",24,"Barisal","BD10","Patuakhali","BD1078","Bauphal","BD107838","BD107838"
"Barisal","Patuakhali","Dashmina",21.8,"Barisal","BD10","Patuakhali","BD1078","Dashmina","BD107852","BD107852"
"Barisal","Patuakhali","Dumki",22,"Barisal","BD10","Patuakhali","BD1078","Dumki","BD107855","BD107855"
"Barisal","Patuakhali","Galachipa",26,"Barisal","BD10","Patuakhali","BD1078","Galachipa","BD107857","BD107857"
"Barisal","Patuakhali","Kala Para",20.3,"Barisal","BD10","Patuakhali","BD1078","Kala Para","BD107866","BD107866"
"Barisal","Patuakhali","Mirzaganj",17.8,"Barisal","BD10","Patuakhali","BD1078","Mirzaganj","BD107876","BD107876"
"Barisal","Patuakhali","Patuakhali Sadar",36.9,"Barisal","BD10","Patuakhali","BD1078","Patuakhali Sadar","BD107895","BD107895"
"Barisal","Pirojpur","Bhandaria",42,"Barisal","BD10","Pirojpur","BD1079","Bhandaria","BD107914","BD107914"
"Barisal","Pirojpur","Kawkhali",52.2,"Barisal","BD10","Pirojpur","BD1079","Kawkhali","BD107947","BD107947"
"Barisal","Pirojpur","Mathbaria",38,"Barisal","BD10","Pirojpur","BD1079","Mathbaria","BD107958","BD107958"
"Barisal","Pirojpur","Nazirpur",51.5,"Barisal","BD10","Pirojpur","BD1079","Nazirpur","BD107976","BD107976"
"Barisal","Pirojpur","Nesarabad (Swarupkati)",43.3,"Barisal","BD10","Pirojpur","BD1079","Nesarabad (Swarupkati)","BD107987","BD107987"
"Barisal","Pirojpur","Pirojpur Sadar",42.7,"Barisal","BD10","Pirojpur","BD1079","Pirojpur Sadar","BD107980","BD107980"
"Barisal","Pirojpur","Zianagar",49.1,"Barisal","BD10","Pirojpur","BD1079","Zianagar","BD107990","BD107990"
"Dhaka","Rajbari","Baliakandi",39.7,"Dhaka","BD30","Rajbari","BD3082","Balia Kandi","","BD308207"
"Dhaka","Rajbari","Goalanda",50.5,"Dhaka","BD30","Rajbari","BD3082","Goalandaghat","","BD308229"
"Dhaka","Rajbari","Kalukhali",39.6,"Dhaka","BD30","Rajbari","BD3082","Kalukhali","BD308247","BD308247"
"Dhaka","Rajbari","Pangsha",45.7,"Dhaka","BD30","Rajbari","BD3082","Pangsha","BD308273","BD308273"
"Dhaka","Rajbari","Rajbari Sadar",38.7,"Dhaka","BD30","Rajbari","BD3082","Rajbari Sadar","BD308276","BD308276"
"Rajshahi","Rajshahi","Bagha",33.6,"Rajshahi","BD50","Rajshahi","BD5081","Bagha","BD508110","BD508110"
"Rajshahi","Rajshahi","Baghmara",29.4,"Rajshahi","BD50","Rajshahi","BD5081","Baghmara","BD508112","BD508112"
"Rajshahi","Rajshahi","Boalia",24.1,"Rajshahi","BD50","Rajshahi","BD5081","Boalia","BD508122","BD508122"
"Rajshahi","Rajshahi","Charghat",31.4,"Rajshahi","BD50","Rajshahi","BD5081","Charghat","BD508125","BD508125"
"Rajshahi","Rajshahi","Durgapur",25.7,"Rajshahi","BD50","Rajshahi","BD5081","Durgapur","BD457218","BD457218"
"Rajshahi","Rajshahi","Godagari",44.1,"Rajshahi","BD50","Rajshahi","BD5081","Godagari","BD508134","BD508134"
"Rajshahi","Rajshahi","Matihar",33.3,"Rajshahi","BD50","Rajshahi","BD5081","Matihar","BD508140","BD508140"
"Rajshahi","Rajshahi","Mohanpur",24.9,"Rajshahi","BD50","Rajshahi","BD5081","Mohanpur","BD508153","BD508153"
"Rajshahi","Rajshahi","Paba",33.4,"Rajshahi","BD50","Rajshahi","BD5081","Paba","BD508172","BD508172"
"Rajshahi","Rajshahi","Puthia",26.8,"Rajshahi","BD50","Rajshahi","BD5081","Puthia","BD508182","BD508182"
"Rajshahi","Rajshahi","Rajpara",24.4,"Rajshahi","BD50","Rajshahi","BD5081","Rajpara","BD508185","BD508185"
"Rajshahi","Rajshahi","Shah Makhdum",30.9,"Rajshahi","BD50","Rajshahi","BD5081","Shah Makhdum","BD508190","BD508190"
"Rajshahi","Rajshahi","Tanore",35.7,"Rajshahi","BD50","Rajshahi","BD5081","Tanore","BD508194","BD508194"
"Chittagong","Rangamati","Baghaichhari",24.8,"Chittagong","BD20","Rangamati","BD2084","Barkal","","BD208421"
"Chittagong","Rangamati","Barkal",26.1,"Chittagong","BD20","Rangamati","BD2084","Barkal","BD208421","BD208421"
"Chittagong","Rangamati","Belai Chhari",34.7,"Chittagong","BD20","Rangamati","BD2084","Belai Chhari","BD208429","BD208429"
"Chittagong","Rangamati","Jurai Chhari",19.3,"Chittagong","BD20","Rangamati","BD2084","Jurai Chhari","BD208447","BD208447"
"Chittagong","Rangamati","Kaptai",12.2,"Chittagong","BD20","Rangamati","BD2084","Kaptai","BD208436","BD208436"
"Chittagong","Rangamati","Kawkhali (Betbunia)",23.4,"Chittagong","BD20","Rangamati","BD2084","Kawkhali (Betbunia)","BD208425","BD208425"
"Chittagong","Rangamati","Langadu",29.3,"Chittagong","BD20","Rangamati","BD2084","Langadu","BD208458","BD208458"
"Chittagong","Rangamati","Naniarchar",21.2,"Chittagong","BD20","Rangamati","BD2084","Naniarchar","BD208475","BD208475"
"Chittagong","Rangamati","Rajasthali",20.5,"Chittagong","BD20","Rangamati","BD2084","Rajasthali","BD208478","BD208478"
"Chittagong","Rangamati","Rangamati Sadar",7.3,"Chittagong","BD20","Rangamati","BD2084","Rangamati Sadar","BD208487","BD208487"
"Rangpur","Rangpur","Badarganj",48.3,"Rangpur","BD55","Rangpur","BD5585","Badarganj","BD558503","BD558503"
"Rangpur","Rangpur","Gangachara",58.3,"Rangpur","BD55","Rangpur","BD5585","Gangachara","BD558527","BD558527"
"Rangpur","Rangpur","Kaunia",45,"Rangpur","BD55","Rangpur","BD5585","Kaunia","BD558542","BD558542"
"Rangpur","Rangpur","Mitha Pukur",45.4,"Rangpur","BD55","Rangpur","BD5585","Mitha Pukur","BD558558","BD558558"
"Rangpur","Rangpur","Pirgachha",49.7,"Rangpur","BD55","Rangpur","BD5585","Pirgachha","BD558573","BD558573"
"Rangpur","Rangpur","Pirganj",46.9,"Rangpur","BD55","Rangpur","BD5585","Pirganj","BD558576","BD558576"
"Rangpur","Rangpur","Rangpur Sadar",37.1,"Rangpur","BD55","Rangpur","BD5585","Rangpur Sadar","BD558549","BD558549"
"Rangpur","Rangpur","Taraganj",52.4,"Rangpur","BD55","Rangpur","BD5585","Taraganj","BD558592","BD558592"
"Khulna","Satkhira","Assasuni",48.4,"Khulna","BD40","Satkhira","BD4087","Assasuni","BD408704","BD408704"
"Khulna","Satkhira","Debhata",43.1,"Khulna","BD40","Satkhira","BD4087","Debhata","BD408725","BD408725"
"Khulna","Satkhira","Kalaroa",46,"Khulna","BD40","Satkhira","BD4087","Kalaroa","BD408743","BD408743"
"Khulna","Satkhira","Kaliganj",48,"Khulna","BD40","Satkhira","BD4087","Kaliganj","BD303334","BD303334"
"Khulna","Satkhira","Satkhira Sadar",43.1,"Khulna","BD40","Satkhira","BD4087","Satkhira Sadar","BD408782","BD408782"
"Khulna","Satkhira","Shyamnagar",50.2,"Khulna","BD40","Satkhira","BD4087","Shyamnagar","BD408786","BD408786"
"Khulna","Satkhira","Tala",45.2,"Khulna","BD40","Satkhira","BD4087","Tala","BD408790","BD408790"
"Dhaka","Shariatpur","Bhedarganj",56.3,"Dhaka","BD30","Shariatpur","BD3086","Bhedarganj","BD308614","BD308614"
"Dhaka","Shariatpur","Damudya",47.9,"Dhaka","BD30","Shariatpur","BD3086","Damudya","BD308625","BD308625"
"Dhaka","Shariatpur","Gosairhat",58.3,"Dhaka","BD30","Shariatpur","BD3086","Gosairhat","BD308636","BD308636"
"Dhaka","Shariatpur","Naria",48.1,"Dhaka","BD30","Shariatpur","BD3086","Naria","BD308665","BD308665"
"Dhaka","Shariatpur","Shariatpur Sadar",49.8,"Dhaka","BD30","Shariatpur","BD3086","Shariatpur Sadar","BD308669","BD308669"
"Dhaka","Shariatpur","Zanjira",54,"Dhaka","BD30","Shariatpur","BD3086","Zanjira","BD308694","BD308694"
"Dhaka","Sherpur","Jhenaigati",36.9,"Dhaka","BD30","Sherpur","BD4589","Jhenaigati","BD458937","BD458937"
"Dhaka","Sherpur","Nakla",46.8,"Dhaka","BD30","Sherpur","BD4589","Nakla","BD458967","BD458967"
"Dhaka","Sherpur","Nalitabari",41.8,"Dhaka","BD30","Sherpur","BD4589","Nalitabari","BD458970","BD458970"
"Dhaka","Sherpur","Sherpur Sadar",55.8,"Dhaka","BD30","Sherpur","BD4589","Sherpur Sadar","BD458988","BD458988"
"Dhaka","Sherpur","Sreebardi",49.1,"Dhaka","BD30","Sherpur","BD4589","Sreebardi","BD458990","BD458990"
